,Player,#,Finish,R1,R2,R3,R4,R1.1,R2.1,R3.1,ToPar,Total Score,Money,DraftKings Salary,More Info
0,Ben Crenshaw,,Win,70,67,69,68,16,4,1,-14,274,"$396,000",-,bio - career - this year - this tournament
1,Davis Love III,,2,69,69,71,66,9,7,11,-13,275,"$237,600",-,bio - career - this year - this tournament
2,Jay Haas,,T3,71,64,72,70,24,1,3,-11,277,"$127,600",-,bio - career - this year - this tournament
3,Greg Norman,,T3,73,68,68,68,43,19,11,-11,277,"$127,600",-,bio - career - this year - this tournament
4,David Frost,,T5,66,71,71,71,1,4,8,-9,279,"$83,600",-,bio - career - this year - this tournament
5,Steve Elkington,,T5,73,67,67,72,43,11,3,-9,279,"$83,600",-,bio - career - this year - this tournament
6,Phil Mickelson,,T7,66,71,70,73,1,4,3,-8,280,"$70,950",-,bio - career - this year - this tournament
7,Scott Hoch,,T7,69,67,71,73,9,2,3,-8,280,"$70,950",-,bio - career - this year - this tournament
8,Curtis Strange,,9,72,71,65,73,34,29,8,-7,281,"$63,800",-,bio - career - this year - this tournament
9,Fred Couples,,T10,71,69,67,75,24,11,3,-6,282,"$57,200",-,bio - career - this year - this tournament
10,Brian Henninger,,T10,70,68,68,76,16,7,1,-6,282,"$57,200",-,bio - career - this year - this tournament
11,Kenny Perry,,T12,73,70,71,69,43,29,27,-5,283,"$48,400",-,bio - career - this year - this tournament
12,Lee Janzen,,T12,69,69,74,71,9,7,19,-5,283,"$48,400",-,bio - career - this year - this tournament
13,Hale Irwin,,T14,69,72,71,72,9,19,19,-4,284,"$39,600",-,bio - career - this year - this tournament
14,Tom Watson,,T14,73,70,69,72,43,29,19,-4,284,"$39,600",-,bio - career - this year - this tournament
15,Jose Maria Olazabal,,T14,66,74,72,72,1,11,19,-4,284,"$39,600",-,bio - career - this year - this tournament
16,Ian Woosnam,,T17,69,72,71,73,9,19,19,-3,285,"$28,786",-,bio - career - this year - this tournament
17,Paul Azinger,,T17,70,72,73,70,16,24,33,-3,285,"$28,786",-,bio - career - this year - this tournament
18,Raymond Floyd,,T17,71,70,70,74,24,19,15,-3,285,"$28,786",-,bio - career - this year - this tournament
19,Corey Pavin,,T17,67,71,72,75,4,7,13,-3,285,"$28,786",-,bio - career - this year - this tournament
20,Colin Montgomerie,,T17,71,69,76,69,24,11,39,-3,285,"$28,786",-,bio - career - this year - this tournament
21,Brad Faxon,,T17,76,69,69,71,64,42,27,-3,285,"$28,786",-,bio - career - this year - this tournament
22,John Huston,,T17,70,66,72,77,16,2,8,-3,285,"$28,786",-,bio - career - this year - this tournament
