,Player,#,Finish,R1,R2,R3,R4,R1.1,R2.1,R3.1,ToPar,Total Score,Money,DraftKings Salary,More Info
0,Ben Hogan,,Win,70,72,70,68,4,2,3,-8,280,"$3,000",-,bio - career - this year - this tournament
1,Skee Riegel,,2,73,68,70,71,12,1,1,-6,282,"$1,875",-,bio - career - this year - this tournament
2,Lloyd Mangrum,,T3,69,74,70,73,2,5,4,-2,286,"$1,162",-,bio - career - this year - this tournament
3,Lew Worsham,,T3,71,71,72,72,5,2,5,-2,286,"$1,162",-,bio - career - this year - this tournament
4,Dave Douglas,,5,74,69,72,73,18,5,6,E,288,$750,-,bio - career - this year - this tournament
5,Lawson Little,,6,72,73,72,72,9,12,10,+1,289,$600,-,bio - career - this year - this tournament
6,Jim Ferrier,,7,74,70,74,72,18,9,13,+2,290,$525,-,bio - career - this year - this tournament
7,Johnny Bulla,,T8,71,72,73,75,5,5,8,+3,291,$450,-,bio - career - this year - this tournament
8,Byron Nelson,,T8,71,73,73,74,5,9,10,+3,291,$450,-,bio - career - this year - this tournament
9,Sam Snead,,T8,69,74,68,80,2,5,1,+3,291,$450,-,bio - career - this year - this tournament
10,Jack Burke Jr.,,11,73,72,74,73,12,12,14,+4,292,$390,-,bio - career - this year - this tournament
11,Charles Coe,,T12,76,71,73,73,33,19,16,+5,293,,-,bio - career - this year - this tournament
12,Cary Middlecoff,,T12,73,73,69,78,12,16,6,+5,293,$356,-,bio - career - this year - this tournament
13,Gene Sarazen,,T12,75,73,74,71,27,22,20,+5,293,$356,-,bio - career - this year - this tournament
14,Ed Furgol,,T15,80,71,72,71,56,39,27,+6,294,$337,-,bio - career - this year - this tournament
15,Dutch Harrison,,T15,76,71,76,71,33,19,27,+6,294,$337,-,bio - career - this year - this tournament
16,Julius Boros,,17,76,72,74,73,33,22,20,+7,295,$337,-,bio - career - this year - this tournament
17,George Fazio,,T18,68,74,74,80,1,2,8,+8,296,$315,-,bio - career - this year - this tournament
18,Bob Toski,,T18,75,73,73,75,27,22,19,+8,296,$315,-,bio - career - this year - this tournament
19,Al Besselink,,T20,76,73,71,77,33,29,16,+9,297,$307,-,bio - career - this year - this tournament
20,Dick Chapman,,T20,72,76,72,77,9,22,16,+9,297,,-,bio - career - this year - this tournament
21,Roberto De Vicenzo,,T20,75,74,74,74,27,29,27,+9,297,$307,-,bio - career - this year - this tournament
22,Clayton Heafner,,T20,74,72,73,78,18,16,14,+9,297,$307,-,bio - career - this year - this tournament
23,Joe Kirkwood Jr,,T20,73,71,78,75,12,9,20,+9,297,$307,-,bio - career - this year - this tournament
24,Ted Kroll,,T25,76,75,71,76,33,39,20,+10,298,$150,-,bio - career - this year - this tournament
25,Dick Mayer,,T25,71,75,79,73,5,16,34,+10,298,$150,-,bio - career - this year - this tournament
26,Bill Nary,,T25,76,73,73,76,33,29,20,+10,298,$150,-,bio - career - this year - this tournament
27,Henry Ransom,,T25,74,74,74,76,18,22,20,+10,298,$150,-,bio - career - this year - this tournament
28,Sam Urzetta,,T25,73,72,78,75,12,12,27,+10,298,,-,bio - career - this year - this tournament
29,Jimmy Demaret,,T30,76,74,78,71,33,35,42,+11,299,,-,bio - career - this year - this tournament
30,Johnny Palmer,,T30,73,74,77,75,12,19,32,+11,299,,-,bio - career - this year - this tournament
31,Leland Gibson,,T32,74,74,75,78,18,22,27,+13,301,,-,bio - career - this year - this tournament
32,Horton Smith,,T32,79,77,70,75,52,53,36,+13,301,,-,bio - career - this year - this tournament
33,Frank Stranahan,,T32,74,74,74,79,18,22,20,+13,301,,-,bio - career - this year - this tournament
34,Marty Furgol,,T35,77,76,73,76,43,45,36,+14,302,,-,bio - career - this year - this tournament
35,Claude Harmon,,T35,75,77,74,76,27,43,36,+14,302,,-,bio - career - this year - this tournament
36,Jimmy Mchale,,T35,75,76,76,75,27,39,41,+14,302,,-,bio - career - this year - this tournament
37,Harvie Ward Jr,,T35,74,77,77,74,18,39,42,+14,302,,-,bio - career - this year - this tournament
38,"Fred Haas, Jr.",,T39,79,76,73,75,52,51,42,+15,303,,-,bio - career - this year - this tournament
39,Tony Holguin,,T39,78,72,75,78,49,35,34,+15,303,,-,bio - career - this year - this tournament
40,Herman Keiser,,T39,77,73,79,74,43,35,45,+15,303,,-,bio - career - this year - this tournament
41,William Goodloe,,T42,74,71,72,88,18,12,10,+17,305,,-,bio - career - this year - this tournament
42,Johnny Revolta,,T42,74,75,75,81,18,29,32,+17,305,,-,bio - career - this year - this tournament
43,Ray Gafford,,T44,77,73,76,80,43,35,36,+18,306,,-,bio - career - this year - this tournament
44,Chick Harbert,,T44,76,73,77,80,33,29,36,+18,306,,-,bio - career - this year - this tournament
45,Harold Williams,,46,76,77,76,78,33,45,45,+19,307,,-,bio - career - this year - this tournament
46,Denny Shute,,T47,79,76,79,74,52,51,54,+20,308,,-,bio - career - this year - this tournament
47,Henry Williams,,T47,77,76,77,78,43,45,47,+20,308,,-,bio - career - this year - this tournament
48,Harold Paddock,,49,75,78,80,79,27,45,53,+24,312,,-,bio - career - this year - this tournament
49,Dow Finsterwald,,T50,76,81,75,81,33,54,50,+25,313,,-,bio - career - this year - this tournament
50,Bobby Knowles,,T50,78,79,75,81,49,54,50,+25,313,,-,bio - career - this year - this tournament
51,Juan Segura,,T50,72,80,79,82,9,43,48,+25,313,,-,bio - career - this year - this tournament
52,Bill Shields,,T50,82,76,76,79,62,57,54,+25,313,,-,bio - career - this year - this tournament
53,George Von Elm,,T50,77,76,79,81,43,45,50,+25,313,,-,bio - career - this year - this tournament
54,Bob Sweeny,,55,80,79,78,78,56,60,60,+27,315,,-,bio - career - this year - this tournament
