,Player,#,Finish,R1,R2,R3,R4,R1.1,R2.1,R3.1,ToPar,Total Score,Money,DraftKings Salary,More Info
0,Gay Brewer,,Win,73,68,72,67,17,2,4,-8,280,"$20,000",-,bio - career - this year - this tournament
1,Bobby Nichols,,2,72,69,70,70,6,2,1,-7,281,"$14,000",-,bio - career - this year - this tournament
2,Bert Yancey,,3,67,73,71,73,1,1,1,-4,284,"$9,000",-,bio - career - this year - this tournament
3,Arnold Palmer,,4,73,73,70,69,17,16,9,-3,285,"$6,600",-,bio - career - this year - this tournament
4,Julius Boros,,5,71,70,70,75,4,2,1,-2,286,"$5,500",-,bio - career - this year - this tournament
5,Paul Harney,,T6,73,71,74,69,17,9,15,-1,287,"$4,150",-,bio - career - this year - this tournament
6,Gary Player,,T6,75,69,72,71,44,9,9,-1,287,"$4,150",-,bio - career - this year - this tournament
7,Tommy Aaron,,T8,75,68,74,71,44,7,12,E,288,"$3,350",-,bio - career - this year - this tournament
8,Lionel Hebert,,T8,77,71,67,73,60,30,7,E,288,"$3,350",-,bio - career - this year - this tournament
9,Roberto De Vicenzo,,T10,73,72,74,71,17,13,16,+2,290,"$2,720",-,bio - career - this year - this tournament
10,Bruce Devlin,,T10,74,70,75,71,28,9,16,+2,290,"$2,720",-,bio - career - this year - this tournament
11,Ben Hogan,,T10,74,73,66,77,28,23,4,+2,290,"$2,720",-,bio - career - this year - this tournament
12,Mason Rudolph,,T10,72,76,72,70,6,30,22,+2,290,"$2,720",-,bio - career - this year - this tournament
13,Sam Snead,,T10,72,76,71,71,6,30,16,+2,290,"$2,720",-,bio - career - this year - this tournament
14,Jacky Cupit,,15,73,76,67,75,17,38,9,+3,291,"$2,400",-,bio - career - this year - this tournament
15,George Archer,,T16,75,67,72,78,44,6,6,+4,292,"$2,100",-,bio - career - this year - this tournament
16,Wes Ellis,,T16,79,71,74,68,72,46,39,+4,292,"$2,100",-,bio - career - this year - this tournament
17,Tony Jacklin,,T16,71,70,74,77,4,2,7,+4,292,"$2,100",-,bio - career - this year - this tournament
18,Dave Marr,,T16,73,74,70,75,17,23,12,+4,292,"$2,100",-,bio - career - this year - this tournament
19,Doug Sanders,,T16,74,72,73,73,28,16,16,+4,292,"$2,100",-,bio - career - this year - this tournament
20,Jay Hebert,,T21,72,77,68,76,6,38,12,+5,293,"$1,700",-,bio - career - this year - this tournament
21,Bob Rosburg,,T21,73,72,76,72,17,13,28,+5,293,"$1,700",-,bio - career - this year - this tournament
22,Ken Venturi,,T21,76,73,71,73,50,38,22,+5,293,"$1,700",-,bio - career - this year - this tournament
23,Peter Butler,,T24,72,73,77,72,6,13,33,+6,294,"$1,500",-,bio - career - this year - this tournament
24,Billy Casper,,T24,70,74,75,75,2,9,16,+6,294,"$1,500",-,bio - career - this year - this tournament
25,Frank Beard,,T26,74,75,75,71,28,38,39,+7,295,"$1,300",-,bio - career - this year - this tournament
26,Tommy Bolt,,T26,72,77,72,74,6,38,28,+7,295,"$1,300",-,bio - career - this year - this tournament
27,Chi Chi Rodriguez,,T26,73,73,73,76,17,16,16,+7,295,"$1,300",-,bio - career - this year - this tournament
28,Don January,,T26,74,74,76,71,28,30,39,+7,295,"$1,300",-,bio - career - this year - this tournament
29,Gene Littler,,T26,72,74,74,75,6,16,22,+7,295,"$1,300",-,bio - career - this year - this tournament
30,Doug Ford,,T31,74,69,82,71,28,7,48,+8,296,"$1,300",-,bio - career - this year - this tournament
31,Rod Funseth,,T31,74,73,78,71,28,23,48,+8,296,"$1,300",-,bio - career - this year - this tournament
32,George Knudson,,T31,72,74,75,75,6,16,28,+8,296,"$1,300",-,bio - career - this year - this tournament
33,Kel Nagle,,T31,73,75,74,74,17,30,33,+8,296,"$1,300",-,bio - career - this year - this tournament
34,Ramon Sota,,T31,74,73,73,76,28,23,22,+8,296,"$1,300",-,bio - career - this year - this tournament
35,Gardner Dickinson,,T36,77,70,73,77,60,23,22,+9,297,"$1,275",-,bio - career - this year - this tournament
36,Terry Dill,,T36,73,76,72,76,17,38,28,+9,297,"$1,275",-,bio - career - this year - this tournament
37,Al Geiberger,,T36,77,73,72,75,60,46,33,+9,297,"$1,275",-,bio - career - this year - this tournament
38,Downing Gray,,T36,70,76,75,76,2,16,28,+9,297,,-,bio - career - this year - this tournament
39,Harold Henning,,T36,74,73,77,73,28,23,39,+9,297,"$1,275",-,bio - career - this year - this tournament
40,Phil Rodgers,,T36,72,77,75,73,6,38,39,+9,297,"$1,275",-,bio - career - this year - this tournament
41,Deane Beman,,T42,74,76,74,74,28,46,39,+10,298,,-,bio - career - this year - this tournament
42,Rives McBee,,T42,75,73,74,76,44,30,33,+10,298,"$1,275",-,bio - career - this year - this tournament
43,Don Allen,,T44,75,71,78,76,44,16,39,+12,300,,-,bio - career - this year - this tournament
44,Bobby Cole,,T44,75,73,74,78,44,30,33,+12,300,,-,bio - career - this year - this tournament
45,Ron Cerrudo,,T46,76,73,77,75,50,38,51,+13,301,,-,bio - career - this year - this tournament
46,Chen Ching Po,,T46,74,76,72,79,28,46,33,+13,301,"$1,250",-,bio - career - this year - this tournament
47,Dave Thomas,,T46,74,74,72,81,28,30,22,+13,301,"$1,250",-,bio - career - this year - this tournament
48,Bruce Crampton,,T49,77,73,75,77,60,46,48,+14,302,"$1,250",-,bio - career - this year - this tournament
49,Don Massengale,,T49,74,73,77,78,28,23,39,+14,302,"$1,250",-,bio - career - this year - this tournament
50,Art Wall,,T49,74,76,77,75,28,46,53,+14,302,"$1,250",-,bio - career - this year - this tournament
51,Bob Murphy,,52,73,77,76,77,17,46,51,+15,303,,-,bio - career - this year - this tournament
52,Jack Burke Jr.,,T53,76,74,74,81,50,46,39,+17,305,"$1,250",-,bio - career - this year - this tournament
53,Johnny Miller,,T53,72,78,81,74,6,46,55,+17,305,,-,bio - career - this year - this tournament
54,Joe Carr,,55,76,74,79,84,50,46,54,+25,313,,-,bio - career - this year - this tournament
55,Jerry Barber,,CUT,77,74,0,0,60,56,0,+7,151,,-,bio - career - this year - this tournament
56,Gary Cowan,,CUT,77,74,0,0,60,56,0,+7,151,,-,bio - career - this year - this tournament
57,Raymond Floyd,,CUT,74,77,0,0,28,56,0,+7,151,,-,bio - career - this year - this tournament
58,Jack Nicklaus,,CUT,72,79,0,0,6,56,0,+7,151,,-,bio - career - this year - this tournament
59,Dudley Wysong,,CUT,76,75,0,0,50,56,0,+7,151,,-,bio - career - this year - this tournament
60,Jimmy Grant,,CUT,76,76,0,0,50,61,0,+8,152,,-,bio - career - this year - this tournament
61,Johnny Pott,,CUT,78,74,0,0,66,61,0,+8,152,,-,bio - career - this year - this tournament
62,Luis Silverio,,CUT,76,76,0,0,50,61,0,+8,152,,-,bio - career - this year - this tournament
63,Ken Still,,CUT,76,76,0,0,50,61,0,+8,152,,-,bio - career - this year - this tournament
64,Hideyo Sugimoto,,CUT,76,76,0,0,50,61,0,+8,152,,-,bio - career - this year - this tournament
65,Bob Verwey,,CUT,79,73,0,0,72,61,0,+8,152,,-,bio - career - this year - this tournament
66,Jimmy Demaret,,CUT,81,73,0,0,78,67,0,+10,154,,-,bio - career - this year - this tournament
67,Mike Morley,,CUT,74,80,0,0,28,67,0,+10,154,,-,bio - career - this year - this tournament
68,Henry Picard,,CUT,78,76,0,0,66,67,0,+10,154,,-,bio - career - this year - this tournament
69,Bob Charles,,CUT,76,79,0,0,50,70,0,+11,155,,-,bio - career - this year - this tournament
70,Ralph Guldahl,,CUT,80,75,0,0,74,70,0,+11,155,,-,bio - career - this year - this tournament
71,Herman Keiser,,CUT,78,77,0,0,66,70,0,+11,155,,-,bio - career - this year - this tournament
72,Bob Goalby,,CUT,78,78,0,0,66,73,0,+12,156,,-,bio - career - this year - this tournament
73,Peter Alliss,,CUT,80,77,0,0,74,74,0,+13,157,,-,bio - career - this year - this tournament
74,Dow Finsterwald,,CUT,80,78,0,0,74,75,0,+14,158,,-,bio - career - this year - this tournament
75,Bobby Stanton,,CUT,78,80,0,0,66,75,0,+14,158,,-,bio - career - this year - this tournament
76,Tommy Jacobs,,CUT,80,79,0,0,74,77,0,+15,159,,-,bio - career - this year - this tournament
77,Dick Siderowf,,CUT,78,81,0,0,66,77,0,+15,159,,-,bio - career - this year - this tournament
78,Cary Middlecoff,,CUT,84,76,0,0,80,79,0,+16,160,,-,bio - career - this year - this tournament
79,Jack Lewis,,CUT,81,81,0,0,78,80,0,+18,162,,-,bio - career - this year - this tournament
80,Claude Harmon,,WD,0,0,0,0,0,0,0,0,0,,-,bio - career - this year - this tournament
81,Dick Mayer,,WD,0,0,0,0,0,0,0,0,0,,-,bio - career - this year - this tournament
82,Gene Sarazen,,WD,0,0,0,0,0,0,0,0,0,,-,bio - career - this year - this tournament
