,Player,#,Finish,R1,R2,R3,R4,R1.1,R2.1,R3.1,ToPar,Total Score,Money,DraftKings Salary,More Info
0,Adam ScottPlayoff: Beat Angel Cabrera with birdie on second extra hole,,Win,69,72,69,69,10,7,3,-9,279,"$1,440,000",-,bio - career - this year - this tournament
1,Angel CabreraPlayoff: Lost to Adam Scott who made birdie on second extra hole,,2,71,69,69,70,23,4,1,-9,279,"$864,000",-,bio - career - this year - this tournament
2,Jason Day,,3,70,68,73,70,13,1,4,-7,281,"$544,000",-,bio - career - this year - this tournament
3,Tiger Woods,,T4,70,73,70,70,13,19,7,-5,283,"$352,000",-,bio - career - this year - this tournament
4,Marc Leishman,,T4,66,73,72,72,1,2,4,-5,283,"$352,000",-,bio - career - this year - this tournament
5,Brandt Snedeker,,T6,70,70,69,75,13,4,1,-4,284,"$278,000",-,bio - career - this year - this tournament
6,Thorbjorn Olesen,,T6,78,70,68,68,82,55,18,-4,284,"$278,000",-,bio - career - this year - this tournament
7,Lee Westwood,,T8,70,71,73,71,13,7,9,-3,285,"$232,000",-,bio - career - this year - this tournament
8,Sergio Garcia,,T8,66,76,73,70,1,13,14,-3,285,"$232,000",-,bio - career - this year - this tournament
9,Matt Kuchar,,T8,68,75,69,73,4,19,6,-3,285,"$232,000",-,bio - career - this year - this tournament
10,Tim Clark,,T11,70,76,67,73,13,37,7,-2,286,"$192,000",-,bio - career - this year - this tournament
11,John Huh,,T11,70,77,71,68,13,48,28,-2,286,"$192,000",-,bio - career - this year - this tournament
12,Fred Couples,,T13,68,71,77,71,4,2,18,-1,287,"$145,600",-,bio - career - this year - this tournament
13,David Toms,,T13,70,74,76,67,13,27,38,-1,287,"$145,600",-,bio - career - this year - this tournament
14,Ernie Els,,T13,71,74,73,69,23,31,28,-1,287,"$145,600",-,bio - career - this year - this tournament
15,Nick Watney,,T13,78,69,68,72,82,48,14,-1,287,"$145,600",-,bio - career - this year - this tournament
16,Dustin Johnson,,T13,67,76,74,70,3,19,23,-1,287,"$145,600",-,bio - career - this year - this tournament
17,Henrik Stenson,,T18,75,71,73,69,64,37,33,E,288,"$116,000",-,bio - career - this year - this tournament
18,Branden Grace,,T18,78,70,71,69,82,55,33,E,288,"$116,000",-,bio - career - this year - this tournament
19,Steve Stricker,,T20,73,70,71,75,46,19,9,+1,289,"$89,920",-,bio - career - this year - this tournament
20,Bo Van Pelt,,T20,71,74,70,74,23,31,14,+1,289,"$89,920",-,bio - career - this year - this tournament
21,Bill Haas,,T20,71,72,74,72,23,19,23,+1,289,"$89,920",-,bio - career - this year - this tournament
22,Gonzalo Fernandez-Castano,,T20,68,74,73,74,4,13,14,+1,289,"$89,920",-,bio - career - this year - this tournament
