,Player,#,Finish,R1,R2,R3,R4,R1.1,R2.1,R3.1,ToPar,Total Score,Money,DraftKings Salary,More Info
0,Arnold Palmer,,Win,70,73,68,73,6,6,1,-4,284,"$11,250",-,bio - career - this year - this tournament
1,Doug Ford,,T2,74,71,70,70,42,14,11,-3,285,"$4,500",-,bio - career - this year - this tournament
2,Fred Hawkins,,T2,71,75,68,71,9,17,8,-3,285,"$4,500",-,bio - career - this year - this tournament
3,Stan Leonard,,T4,72,70,73,71,18,4,11,-2,286,"$1,968",-,bio - career - this year - this tournament
4,Ken Venturi,,T4,68,72,74,72,1,1,8,-2,286,"$1,968",-,bio - career - this year - this tournament
5,Cary Middlecoff,,T6,70,73,69,75,6,6,3,-1,287,"$1,518",-,bio - career - this year - this tournament
6,Art Wall,,T6,71,72,70,74,9,6,4,-1,287,"$1,518",-,bio - career - this year - this tournament
7,Billy-Joe Patton,,8,72,69,73,74,18,2,8,E,288,,-,bio - career - this year - this tournament
8,Claude Harmon,,T9,71,76,72,70,9,21,21,+1,289,"$1,265",-,bio - career - this year - this tournament
9,Jay Hebert,,T9,72,73,73,71,18,14,16,+1,289,"$1,265",-,bio - career - this year - this tournament
10,Billy Maxwell,,T9,71,70,72,76,9,2,4,+1,289,"$1,265",-,bio - career - this year - this tournament
11,Al Mengert,,T9,73,71,69,76,32,12,4,+1,289,"$1,265",-,bio - career - this year - this tournament
12,Sam Snead,,13,72,71,68,79,18,6,1,+2,290,"$1,125",-,bio - career - this year - this tournament
13,Jimmy Demaret,,T14,69,79,70,73,2,28,16,+3,291,"$1,050",-,bio - career - this year - this tournament
14,Ben Hogan,,T14,72,77,69,73,18,35,16,+3,291,"$1,050",-,bio - career - this year - this tournament
15,Mike Souchak,,T14,72,75,73,71,18,21,25,+3,291,"$1,050",-,bio - career - this year - this tournament
16,Dow Finsterwald,,T17,72,71,74,75,18,6,14,+4,292,$975,-,bio - career - this year - this tournament
17,Chick Harbert,,T17,69,74,73,76,2,6,13,+4,292,$975,-,bio - career - this year - this tournament
18,Bo Wininger,,T17,69,73,71,79,2,4,4,+4,292,$975,-,bio - career - this year - this tournament
19,Billy Casper,,T20,76,71,72,74,60,21,21,+5,293,$956,-,bio - career - this year - this tournament
20,Byron Nelson,,T20,71,77,74,71,9,28,29,+5,293,$956,-,bio - career - this year - this tournament
21,Phil Rodgers,,22,77,72,73,72,68,35,29,+6,294,,-,bio - career - this year - this tournament
22,Charles Coe,,T23,73,76,69,77,32,35,16,+7,295,,-,bio - career - this year - this tournament
23,Ted Kroll,,T23,73,75,75,72,32,28,35,+7,295,$900,-,bio - career - this year - this tournament
24,Peter Thomson,,T23,72,74,73,76,18,17,21,+7,295,$900,-,bio - career - this year - this tournament
25,Al Balding,,T26,75,72,71,78,53,21,16,+8,296,$900,-,bio - career - this year - this tournament
26,Bruce Crampton,,T26,73,76,72,75,32,35,26,+8,296,$900,-,bio - career - this year - this tournament
27,Bill Hyndman,,T26,71,76,70,79,9,21,14,+8,296,,-,bio - career - this year - this tournament
28,George Bayer,,T29,74,75,72,76,42,35,26,+9,297,$350,-,bio - career - this year - this tournament
29,Arnold Blum,,T29,72,74,75,76,18,17,26,+9,297,,-,bio - career - this year - this tournament
30,Joe Campbell,,T29,73,75,74,75,32,28,29,+9,297,,-,bio - career - this year - this tournament
31,Tommy Bolt,,T32,74,75,74,75,42,35,35,+10,298,$350,-,bio - career - this year - this tournament
32,Lionel Hebert,,T32,71,77,75,75,9,28,35,+10,298,$350,-,bio - career - this year - this tournament
33,Flory Van Donck,,T32,70,74,75,79,6,12,21,+10,298,$350,-,bio - career - this year - this tournament
34,Marty Furgol,,T35,74,73,75,77,42,21,29,+11,299,$350,-,bio - career - this year - this tournament
35,Dave Ragan,,T35,73,73,77,76,32,17,35,+11,299,$350,-,bio - career - this year - this tournament
36,Paul Runyan,,T35,73,76,73,77,32,35,29,+11,299,$350,-,bio - career - this year - this tournament
37,Jim Turnesa,,T35,72,76,76,75,18,28,40,+11,299,$350,-,bio - career - this year - this tournament
38,Julius Boros,,T39,73,72,78,77,32,14,35,+12,300,$350,-,bio - career - this year - this tournament
39,Jack Fleck,,T39,71,76,78,75,9,21,41,+12,300,$350,-,bio - career - this year - this tournament
40,Torakichi Nakamura,,41,76,73,76,76,60,35,41,+13,301,$350,-,bio - career - this year - this tournament
41,Gene Littler,,42,75,73,74,80,53,28,29,+14,302,$350,-,bio - career - this year - this tournament
42,Norman Von Nida,,43,69,80,79,80,2,35,43,+20,308,$350,-,bio - career - this year - this tournament
43,Rex Baxter,,CUT,72,78,0,0,18,44,0,+6,150,,-,bio - career - this year - this tournament
44,Henry Picard,,CUT,72,78,0,0,18,44,0,+6,150,,-,bio - career - this year - this tournament
45,Gary Player,,CUT,74,76,0,0,42,44,0,+6,150,,-,bio - career - this year - this tournament
46,Jack Burke Jr.,,CUT,74,77,0,0,42,47,0,+7,151,,-,bio - career - this year - this tournament
47,Roberto De Vicenzo,,CUT,71,80,0,0,9,47,0,+7,151,,-,bio - career - this year - this tournament
48,Chuck Kocsis,,CUT,76,75,0,0,60,47,0,+7,151,,-,bio - career - this year - this tournament
49,Lloyd Mangrum,,CUT,76,75,0,0,60,47,0,+7,151,,-,bio - career - this year - this tournament
50,Dale Morey,,CUT,74,77,0,0,42,47,0,+7,151,,-,bio - career - this year - this tournament
51,Henry Ransom,,CUT,73,78,0,0,32,47,0,+7,151,,-,bio - career - this year - this tournament
52,Frank Stranahan,,CUT,72,79,0,0,18,47,0,+7,151,,-,bio - career - this year - this tournament
53,Bill Campbell,,CUT,77,75,0,0,68,54,0,+8,152,,-,bio - career - this year - this tournament
54,Mason Rudolph,,CUT,79,73,0,0,73,54,0,+8,152,,-,bio - career - this year - this tournament
55,Harvie Ward Jr,,CUT,76,76,0,0,60,54,0,+8,152,,-,bio - career - this year - this tournament
56,Don Whitt,,CUT,72,80,0,0,18,54,0,+8,152,,-,bio - career - this year - this tournament
57,Ed Furgol,,CUT,75,78,0,0,53,58,0,+9,153,,-,bio - career - this year - this tournament
58,Dick Mayer,,CUT,74,79,0,0,42,58,0,+9,153,,-,bio - career - this year - this tournament
59,Nick Westlock,,CUT,76,77,0,0,60,58,0,+9,153,,-,bio - career - this year - this tournament
60,Walter Burkemo,,CUT,74,80,0,0,42,61,0,+10,154,,-,bio - career - this year - this tournament
61,Mike Fetchick,,CUT,75,79,0,0,53,61,0,+10,154,,-,bio - career - this year - this tournament
62,Chandler Harper,,CUT,79,75,0,0,73,61,0,+10,154,,-,bio - career - this year - this tournament
63,Johnny Revolta,,CUT,74,80,0,0,42,61,0,+10,154,,-,bio - career - this year - this tournament
64,Gene Andrews,,CUT,73,82,0,0,32,65,0,+11,155,,-,bio - career - this year - this tournament
65,Vic Ghezzi,,CUT,78,77,0,0,71,65,0,+11,155,,-,bio - career - this year - this tournament
66,Koicki Ono,,CUT,74,81,0,0,42,65,0,+11,155,,-,bio - career - this year - this tournament
67,Dick Chapman,,CUT,82,75,0,0,80,68,0,+13,157,,-,bio - career - this year - this tournament
68,Bob Charles,,CUT,77,80,0,0,68,68,0,+13,157,,-,bio - career - this year - this tournament
69,Herman Keiser,,CUT,76,81,0,0,60,68,0,+13,157,,-,bio - career - this year - this tournament
70,Denny Shute,,CUT,75,82,0,0,53,68,0,+13,157,,-,bio - career - this year - this tournament
71,Lew Worsham,,CUT,75,82,0,0,53,68,0,+13,157,,-,bio - career - this year - this tournament
72,"Sam Parks, Jr.",,CUT,78,80,0,0,71,73,0,+14,158,,-,bio - career - this year - this tournament
73,Frank Phillips,,CUT,75,83,0,0,53,73,0,+14,158,,-,bio - career - this year - this tournament
74,Gene Sarazen,,CUT,81,78,0,0,79,75,0,+15,159,,-,bio - career - this year - this tournament
75,Craig Wood,,CUT,82,77,0,0,80,75,0,+15,159,,-,bio - career - this year - this tournament
76,Charlie Sheppard,,CUT,83,79,0,0,83,77,0,+18,162,,-,bio - career - this year - this tournament
77,Bud Taylor,,CUT,79,83,0,0,73,77,0,+18,162,,-,bio - career - this year - this tournament
78,Billy Burke,,CUT,80,83,0,0,76,79,0,+19,163,,-,bio - career - this year - this tournament
79,Don Cherry,,CUT,76,87,0,0,60,79,0,+19,163,,-,bio - career - this year - this tournament
80,Tony Manero,,CUT,82,82,0,0,80,81,0,+20,164,,-,bio - career - this year - this tournament
81,Hillman Robbins,,CUT,80,84,0,0,76,81,0,+20,164,,-,bio - career - this year - this tournament
82,Henri De Lamaze,,CUT,84,81,0,0,84,83,0,+21,165,,-,bio - career - this year - this tournament
83,Horton Smith,,CUT,80,86,0,0,76,84,0,+22,166,,-,bio - career - this year - this tournament
84,Jock Hutchison Jr,,WD,0,0,0,0,0,0,0,0,0,,-,bio - career - this year - this tournament
85,Fred McLeod,,WD,0,0,0,0,0,0,0,0,0,,-,bio - career - this year - this tournament
86,George Sargent,,WD,0,0,0,0,0,0,0,0,0,,-,bio - career - this year - this tournament
