,Player,#,Finish,R1,R2,R3,R4,R1.1,R2.1,R3.1,ToPar,Total Score,Money,DraftKings Salary,More Info
0,Arnold Palmer,,Win,69,68,69,70,1,1,1,-12,276,"$20,000",-,bio - career - this year - this tournament
1,Dave Marr,,T2,70,73,69,70,6,5,3,-6,282,"$10,100",-,bio - career - this year - this tournament
2,Jack Nicklaus,,T2,71,73,71,67,10,9,8,-6,282,"$10,100",-,bio - career - this year - this tournament
3,Bruce Devlin,,4,72,72,67,73,16,9,2,-4,284,"$6,100",-,bio - career - this year - this tournament
4,Billy Casper,,T5,76,72,69,69,63,37,16,-2,286,"$3,700",-,bio - career - this year - this tournament
5,Jim Ferrier,,T5,71,73,69,73,10,9,4,-2,286,"$3,700",-,bio - career - this year - this tournament
6,Paul Harney,,T5,73,72,71,70,20,21,14,-2,286,"$3,700",-,bio - career - this year - this tournament
7,Gary Player,,T5,69,72,72,73,1,2,4,-2,286,"$3,700",-,bio - career - this year - this tournament
8,Dow Finsterwald,,T9,71,72,75,69,10,5,24,-1,287,"$1,700",-,bio - career - this year - this tournament
9,Ben Hogan,,T9,73,75,67,72,20,37,8,-1,287,"$1,700",-,bio - career - this year - this tournament
10,Tony Lema,,T9,75,68,74,70,48,5,16,-1,287,"$1,700",-,bio - career - this year - this tournament
11,Mike Souchak,,T9,73,74,70,70,20,32,16,-1,287,"$1,700",-,bio - career - this year - this tournament
12,Peter Butler,,T13,72,72,69,75,16,9,4,E,288,"$1,340",-,bio - career - this year - this tournament
13,Al Geiberger,,T13,75,73,70,70,48,37,24,E,288,"$1,340",-,bio - career - this year - this tournament
14,Gene Littler,,T13,70,72,78,68,6,3,33,E,288,"$1,340",-,bio - career - this year - this tournament
15,Johnny Pott,,T13,74,70,71,73,33,9,8,E,288,"$1,340",-,bio - career - this year - this tournament
16,Dan Sikes,,T13,76,68,71,73,63,9,8,E,288,"$1,340",-,bio - career - this year - this tournament
17,Don January,,T18,70,72,75,72,6,3,16,+1,289,"$1,100",-,bio - career - this year - this tournament
18,Billy Maxwell,,T18,73,73,69,74,20,25,8,+1,289,"$1,100",-,bio - career - this year - this tournament
19,Mason Rudolph,,T18,75,72,69,73,48,32,14,+1,289,"$1,100",-,bio - career - this year - this tournament
20,Chi Chi Rodriguez,,T21,71,73,73,73,10,9,16,+2,290,"$1,100",-,bio - career - this year - this tournament
21,Bruce Crampton,,T21,74,72,73,71,33,25,29,+2,290,"$1,100",-,bio - career - this year - this tournament
22,Kel Nagle,,T21,69,77,71,73,1,25,16,+2,290,"$1,100",-,bio - career - this year - this tournament
23,Bo Wininger,,T21,74,71,69,76,33,21,7,+2,290,"$1,100",-,bio - career - this year - this tournament
24,Deane Beman,,T25,74,71,70,76,33,21,8,+3,291,,-,bio - career - this year - this tournament
25,Gay Brewer,,T25,75,72,73,71,48,32,33,+3,291,$875,-,bio - career - this year - this tournament
26,Gary Cowan,,T25,71,77,72,71,10,37,33,+3,291,,-,bio - career - this year - this tournament
27,Bobby Nichols,,T25,75,71,75,70,48,25,37,+3,291,$875,-,bio - career - this year - this tournament
28,Phil Rodgers,,T25,75,72,72,72,48,32,29,+3,291,$875,-,bio - career - this year - this tournament
29,Jay Hebert,,T30,74,74,69,75,33,37,16,+4,292,$875,-,bio - career - this year - this tournament
30,Dean Refram,,T30,74,72,73,73,33,25,29,+4,292,$875,-,bio - career - this year - this tournament
31,Jimmy Demaret,,T32,75,69,73,76,48,9,16,+5,293,$850,-,bio - career - this year - this tournament
32,Lionel Hebert,,T32,74,74,73,72,33,37,37,+5,293,$850,-,bio - career - this year - this tournament
33,Wes Ellis,,T34,73,71,75,75,20,9,29,+6,294,$850,-,bio - career - this year - this tournament
34,"Davis Love, Jr.",,T34,69,75,74,76,1,9,24,+6,294,$850,-,bio - career - this year - this tournament
35,Ramon Sota,,T34,76,72,74,72,63,37,40,+6,294,$850,-,bio - career - this year - this tournament
36,Don Fairfield,,T37,75,73,76,71,48,37,44,+7,295,$850,-,bio - career - this year - this tournament
37,Bob Goalby,,T37,69,75,74,77,1,9,24,+7,295,$850,-,bio - career - this year - this tournament
38,Billy-Joe Patton,,T37,70,74,77,74,6,9,37,+7,295,,-,bio - career - this year - this tournament
39,Bob Charles,,T40,71,72,75,78,10,5,24,+8,296,$825,-,bio - career - this year - this tournament
40,Jacky Cupit,,T40,73,73,76,74,20,25,40,+8,296,$825,-,bio - career - this year - this tournament
41,Tomoo Ishii,,T40,77,71,75,73,71,37,42,+8,296,$825,-,bio - career - this year - this tournament
42,Labron Harris,,43,74,74,77,72,33,37,47,+9,297,,-,bio - career - this year - this tournament
43,Chen Ching Po,,T44,74,72,74,78,33,25,33,+10,298,$825,-,bio - career - this year - this tournament
44,Dave Ragan,,T44,73,72,78,75,20,21,42,+10,298,$825,-,bio - career - this year - this tournament
45,Doug Ford,,T46,78,70,76,75,78,37,44,+11,299,$825,-,bio - career - this year - this tournament
46,R.H. Sikes,,T46,75,73,78,73,48,37,48,+11,299,,-,bio - career - this year - this tournament
47,Jerry Barber,,48,74,73,77,80,33,32,44,+16,304,$825,-,bio - career - this year - this tournament
48,Steve Spray,,CUT,74,75,0,0,33,49,0,+5,149,,-,bio - career - this year - this tournament
49,Ed Updegraff,,CUT,73,76,0,0,20,49,0,+5,149,,-,bio - career - this year - this tournament
50,Al Balding,,CUT,75,75,0,0,48,51,0,+6,150,,-,bio - career - this year - this tournament
51,Tommy Bolt,,CUT,73,77,0,0,20,51,0,+6,150,,-,bio - career - this year - this tournament
52,Chick Harbert,,CUT,76,74,0,0,63,51,0,+6,150,,-,bio - career - this year - this tournament
53,Geoffrey Hunt,,CUT,77,73,0,0,71,51,0,+6,150,,-,bio - career - this year - this tournament
54,Art Wall,,CUT,73,77,0,0,20,51,0,+6,150,,-,bio - career - this year - this tournament
55,Retief Waltman,,CUT,72,78,0,0,16,51,0,+6,150,,-,bio - career - this year - this tournament
56,Rex Baxter,,CUT,77,74,0,0,71,57,0,+7,151,,-,bio - career - this year - this tournament
57,Walter Burkemo,,CUT,75,76,0,0,48,57,0,+7,151,,-,bio - career - this year - this tournament
58,Robert Gardner,,CUT,74,77,0,0,33,57,0,+7,151,,-,bio - career - this year - this tournament
59,Tommy Jacobs,,CUT,76,75,0,0,63,57,0,+7,151,,-,bio - career - this year - this tournament
60,Sebastian Miguel,,CUT,74,77,0,0,33,57,0,+7,151,,-,bio - career - this year - this tournament
61,Byron Nelson,,CUT,75,76,0,0,48,57,0,+7,151,,-,bio - career - this year - this tournament
62,Nick Westlock,,CUT,73,78,0,0,20,57,0,+7,151,,-,bio - career - this year - this tournament
63,Charles Coe,,CUT,80,72,0,0,87,64,0,+8,152,,-,bio - career - this year - this tournament
64,Richard Davies,,CUT,78,74,0,0,78,64,0,+8,152,,-,bio - career - this year - this tournament
65,Harold Henning,,CUT,75,77,0,0,48,64,0,+8,152,,-,bio - career - this year - this tournament
66,Jack Rule,,CUT,81,71,0,0,92,64,0,+8,152,,-,bio - career - this year - this tournament
67,Charles Smith,,CUT,74,78,0,0,33,64,0,+8,152,,-,bio - career - this year - this tournament
68,Sam Snead,,CUT,79,73,0,0,83,64,0,+8,152,,-,bio - career - this year - this tournament
69,Dave Thomas,,CUT,74,78,0,0,33,64,0,+8,152,,-,bio - career - this year - this tournament
70,Julius Boros,,CUT,75,78,0,0,48,71,0,+9,153,,-,bio - career - this year - this tournament
71,Jack Burke Jr.,,CUT,76,77,0,0,63,71,0,+9,153,,-,bio - career - this year - this tournament
72,Jack Fleck,,CUT,76,77,0,0,63,71,0,+9,153,,-,bio - career - this year - this tournament
73,Ed Furgol,,CUT,73,80,0,0,20,71,0,+9,153,,-,bio - career - this year - this tournament
74,Jean Garaialde,,CUT,75,78,0,0,48,71,0,+9,153,,-,bio - career - this year - this tournament
75,Stan Leonard,,CUT,77,76,0,0,71,71,0,+9,153,,-,bio - career - this year - this tournament
76,Bob Rosburg,,CUT,78,75,0,0,78,71,0,+9,153,,-,bio - career - this year - this tournament
77,Gerry Dewit,,CUT,78,76,0,0,78,78,0,+10,154,,-,bio - career - this year - this tournament
78,Juan Estrada,,CUT,81,73,0,0,92,78,0,+10,154,,-,bio - career - this year - this tournament
79,Claude Harmon,,CUT,77,77,0,0,71,78,0,+10,154,,-,bio - career - this year - this tournament
80,Bill Johnston,,CUT,77,77,0,0,71,78,0,+10,154,,-,bio - career - this year - this tournament
81,Alfonso Angelini,,CUT,72,83,0,0,16,82,0,+11,155,,-,bio - career - this year - this tournament
82,Herman Keiser,,CUT,79,76,0,0,83,82,0,+11,155,,-,bio - career - this year - this tournament
83,Miguel Sala,,CUT,78,77,0,0,78,82,0,+11,155,,-,bio - career - this year - this tournament
84,Cary Middlecoff,,CUT,79,77,0,0,83,85,0,+12,156,,-,bio - career - this year - this tournament
85,Gardner Dickinson,,CUT,80,77,0,0,87,86,0,+13,157,,-,bio - career - this year - this tournament
86,Mike Fetchick,,CUT,76,81,0,0,63,86,0,+13,157,,-,bio - career - this year - this tournament
87,Antonio Cerda,,CUT,77,82,0,0,71,88,0,+15,159,,-,bio - career - this year - this tournament
88,Ralph Guldahl,,CUT,79,80,0,0,83,88,0,+15,159,,-,bio - career - this year - this tournament
89,Walter Stahl,,CUT,80,79,0,0,87,88,0,+15,159,,-,bio - career - this year - this tournament
90,Enrique Orellana,,CUT,80,80,0,0,87,91,0,+16,160,,-,bio - career - this year - this tournament
91,John Owens,,CUT,81,79,0,0,92,91,0,+16,160,,-,bio - career - this year - this tournament
92,Richard Guardiola,,CUT,80,84,0,0,87,93,0,+20,164,,-,bio - career - this year - this tournament
93,Downing Gray,,CUT,87,79,0,0,95,94,0,+22,166,,-,bio - career - this year - this tournament
94,Craig Wood,,WD,0,0,0,0,0,0,0,0,0,,-,bio - career - this year - this tournament
95,Gene Sarazen,,WD,73,0,0,0,20,0,0,+1,73,,-,bio - career - this year - this tournament
