,Player,#,Finish,R1,R2,R3,R4,R1.1,R2.1,R3.1,ToPar,Total Score,Money,DraftKings Salary,More Info
0,Larry MizePlayoff: Beat Greg Norman with birdie on second extra hole (Seve Ballesteros was eliminated on first extra hole),,Win,70,72,72,71,2,2,5,-3,285,"$162,000",-,bio - career - this year - this tournament
1,Seve BallesterosPlayoff: Was eliminated on first hole of playoff (Larry Mize birdied the 2nd playoff hole to beat Greg Norman),,T2,73,71,70,71,14,9,5,-3,285,"$79,200",-,bio - career - this year - this tournament
2,Greg NormanPlayoff: Lost to Larry Mize who made birdie on second extra hole (Seve Ballesteros was eliminated on first hole of playoff),,T2,73,74,66,72,14,24,3,-3,285,"$79,200",-,bio - career - this year - this tournament
3,Jodie Mudd,,T4,74,72,71,69,26,19,13,-2,286,"$37,200",-,bio - career - this year - this tournament
4,Ben Crenshaw,,T4,75,70,67,74,35,13,1,-2,286,"$37,200",-,bio - career - this year - this tournament
5,Roger Maltbie,,T4,76,66,70,74,49,2,1,-2,286,"$37,200",-,bio - career - this year - this tournament
6,Jay Haas,,T7,72,72,72,73,9,9,11,1,289,"$26,200",-,bio - career - this year - this tournament
7,Tom Watson,,T7,71,72,74,72,3,6,13,1,289,"$26,200",-,bio - career - this year - this tournament
8,Jack Nicklaus,,T7,74,72,73,70,26,19,20,1,289,"$26,200",-,bio - career - this year - this tournament
9,D.A. Weibring,,T7,72,75,71,71,9,24,17,1,289,"$26,200",-,bio - career - this year - this tournament
10,Bernhard Langer,,T7,71,72,70,76,3,6,3,1,289,"$26,200",-,bio - career - this year - this tournament
11,Lanny Wadkins,,T12,73,72,70,75,14,13,9,2,290,"$17,640",-,bio - career - this year - this tournament
12,Mark McCumber,,T12,75,71,69,75,35,19,9,2,290,"$17,640",-,bio - career - this year - this tournament
13,Chip Beck,,T12,75,72,70,73,35,24,13,2,290,"$17,640",-,bio - career - this year - this tournament
14,Curtis Strange,,T12,71,70,73,76,3,1,5,2,290,"$17,640",-,bio - career - this year - this tournament
15,T.C. Chen,,T12,74,69,71,76,26,6,5,2,290,"$17,640",-,bio - career - this year - this tournament
16,Craig Stadler,,T17,74,74,72,71,26,32,24,3,291,"$13,050",-,bio - career - this year - this tournament
17,Paul Azinger,,T17,77,73,69,72,58,40,20,3,291,"$13,050",-,bio - career - this year - this tournament
18,Sandy Lyle,,T17,77,74,68,72,58,46,20,3,291,"$13,050",-,bio - career - this year - this tournament
19,Mark Calcavecchia,,T17,73,72,78,68,14,13,37,3,291,"$13,050",-,bio - career - this year - this tournament
20,Bobby Wadkins,,21,76,69,73,74,49,13,17,4,292,"$10,800",-,bio - career - this year - this tournament
21,Nick Price,,T22,73,73,71,76,14,19,13,5,293,"$9,750",-,bio - career - this year - this tournament
22,Gary Koch,,T22,76,75,72,70,49,46,37,5,293,"$9,750",-,bio - career - this year - this tournament
23,Tom Kite,,T24,73,74,74,73,14,24,27,6,294,"$7,900",-,bio - career - this year - this tournament
24,Mark O'Meara,,T24,75,74,71,74,35,38,24,6,294,"$7,900",-,bio - career - this year - this tournament
25,John Cook,,T24,69,73,74,78,1,2,11,6,294,"$7,900",-,bio - career - this year - this tournament
26,Donnie Hammond,,T27,73,75,74,73,14,32,30,7,295,"$6,267",-,bio - career - this year - this tournament
27,Scott Simpson,,T27,72,75,72,76,9,24,20,7,295,"$6,267",-,bio - career - this year - this tournament
28,Fuzzy Zoeller,,T27,76,71,76,72,49,24,37,7,295,"$6,267",-,bio - career - this year - this tournament
29,Denis Watson,,T27,76,74,73,72,49,40,37,7,295,"$6,267",-,bio - career - this year - this tournament
30,David Graham,,T27,73,77,72,73,14,40,30,7,295,"$6,267",-,bio - career - this year - this tournament
