,Player,#,Finish,R1,R2,R3,R4,R1.1,R2.1,R3.1,ToPar,Total Score,Money,DraftKings Salary,More Info
0,Byron Nelson,,Win,66,72,75,70,1,1,3,-5,283,"$1,500",-,bio - career - this year - this tournament
1,Ralph Guldahl,,2,69,72,68,76,2,2,1,-3,285,$800,-,bio - career - this year - this tournament
2,Ed Dudley,,3,70,71,71,74,3,2,2,-2,286,$600,-,bio - career - this year - this tournament
3,Harry Cooper,,4,73,69,71,74,13,4,3,-1,287,$500,-,bio - career - this year - this tournament
4,Ky Laffoon,,5,73,70,74,73,13,6,7,2,290,$400,-,bio - career - this year - this tournament
5,Jimmy Thomson,,6,71,73,74,73,6,9,11,3,291,$300,-,bio - career - this year - this tournament
6,Al Watrous,,7,74,72,71,75,19,11,7,4,292,$250,-,bio - career - this year - this tournament
7,Tommy Armour,,T8,73,75,73,72,13,14,16,5,293,$175,-,bio - career - this year - this tournament
8,Vic Ghezzi,,T8,72,72,72,77,11,9,6,5,293,$175,-,bio - career - this year - this tournament
9,Leonard Dodson,,T10,71,75,71,77,6,11,7,6,294,$100,-,bio - career - this year - this tournament
10,Jimmy Hines,,T10,77,72,68,77,33,21,7,6,294,$100,-,bio - career - this year - this tournament
11,Wiffy Cox,,12,70,72,77,76,3,4,12,7,295,$100,-,bio - career - this year - this tournament
12,Clarence Clark,,T13,77,75,70,74,33,32,18,8,296,,-,bio - career - this year - this tournament
13,Tony Manero,,T13,71,72,78,75,6,6,16,8,296,,-,bio - career - this year - this tournament
14,Johnny Revolta,,T13,71,72,72,81,6,6,5,8,296,,-,bio - career - this year - this tournament
15,Denny Shute,,T13,74,75,71,76,19,21,15,8,296,,-,bio - career - this year - this tournament
16,Bobby Cruickshank,,17,79,69,71,78,42,14,12,9,297,,-,bio - career - this year - this tournament
17,Sam Snead,,18,76,72,71,79,28,14,12,10,298,,-,bio - career - this year - this tournament
18,Lawson Little,,T19,70,79,74,76,3,21,21,11,299,,-,bio - career - this year - this tournament
19,Willie Macfarlane,,T19,73,76,73,77,13,21,18,11,299,,-,bio - career - this year - this tournament
20,Paul Runyan,,T19,74,77,72,76,19,27,21,11,299,,-,bio - career - this year - this tournament
21,Felix Serafin,,T19,75,76,71,77,23,27,18,11,299,,-,bio - career - this year - this tournament
22,Horton Smith,,T19,75,72,77,75,23,13,26,11,299,,-,bio - career - this year - this tournament
23,Ray Mangrum,,T24,71,80,72,77,6,27,21,12,300,,-,bio - career - this year - this tournament
24,Gene Sarazen,,T24,74,80,73,73,19,38,32,12,300,,-,bio - career - this year - this tournament
25,Craig Wood,,T26,79,77,74,71,42,40,38,13,301,,-,bio - career - this year - this tournament
26,Charles Yates,,T26,76,73,74,78,28,21,21,13,301,,-,bio - career - this year - this tournament
27,Captain-Francis Francis,,28,77,74,75,76,33,27,28,14,302,,-,bio - career - this year - this tournament
28,Billy Burke,,T29,77,71,75,80,33,14,21,15,303,,-,bio - career - this year - this tournament
29,Al Espinosa,,T29,72,76,79,76,11,14,32,15,303,,-,bio - career - this year - this tournament
30,Robert-T. Jones,,T29,79,74,73,77,42,36,28,15,303,,-,bio - career - this year - this tournament
31,Harold McSpaden,,32,77,79,72,76,33,40,35,16,304,,-,bio - career - this year - this tournament
32,Bill Menlhorn,,T33,73,76,77,79,13,21,28,17,305,,-,bio - career - this year - this tournament
33,Henry Picard,,T33,75,77,75,78,23,32,32,17,305,,-,bio - career - this year - this tournament
34,Chuck Kocsis,,35,76,72,77,82,28,14,27,19,307,,-,bio - career - this year - this tournament
35,Al Brosch,,T36,78,79,74,77,39,42,39,20,308,,-,bio - career - this year - this tournament
36,Tom Kerrigan,,T36,75,77,77,79,23,32,37,20,308,,-,bio - career - this year - this tournament
37,"Sam Parks, Jr.",,T36,76,75,80,77,28,27,39,20,308,,-,bio - career - this year - this tournament
38,Frank Moore,,39,73,79,76,82,13,32,35,22,310,,-,bio - career - this year - this tournament
39,Jess Sweetser,,40,75,80,85,79,23,39,41,31,319,,-,bio - career - this year - this tournament
40,John Riddell,,41,79,81,82,79,42,43,42,33,321,,-,bio - career - this year - this tournament
41,George Sargent,,WD,76,0,0,0,28,0,0,4,76,,-,bio - career - this year - this tournament
42,Jock Hutchison,,WD,77,0,0,0,33,0,0,5,77,,-,bio - career - this year - this tournament
43,Herman Barron,,WD,78,75,0,0,39,36,0,9,153,,-,bio - career - this year - this tournament
44,"Fred Haas, Jr.",,WD,78,70,78,0,39,14,28,10,226,,-,bio - career - this year - this tournament
45,Jack Munger,,WD,84,81,78,0,46,44,43,27,243,,-,bio - career - this year - this tournament
