,Player,#,Finish,R1,R2,R3,R4,R1.1,R2.1,R3.1,ToPar,Total Score,Money,DraftKings Salary,More Info
0,Zach Johnson,,Win,71,73,76,69,5,4,4,1,289,"$1,305,000",-,bio - career - this year - this tournament
1,Tiger Woods,,T2,73,74,72,72,15,15,2,3,291,"$541,333",-,bio - career - this year - this tournament
2,Rory Sabbatini,,T2,73,76,73,69,15,27,8,3,291,"$541,333",-,bio - career - this year - this tournament
3,Retief Goosen,,T2,76,76,70,69,43,46,8,3,291,"$541,333",-,bio - career - this year - this tournament
4,Justin Rose,,T5,69,75,75,73,1,4,2,4,292,"$275,500",-,bio - career - this year - this tournament
5,Jerry Kelly,,T5,75,69,78,70,28,4,8,4,292,"$275,500",-,bio - career - this year - this tournament
6,Stuart Appleby,,T7,75,70,73,75,28,8,1,5,293,"$233,812",-,bio - career - this year - this tournament
7,Padraig Harrington,,T7,77,68,75,73,59,8,4,5,293,"$233,812",-,bio - career - this year - this tournament
8,David Toms,,9,70,78,74,72,3,25,8,6,294,"$210,250",-,bio - career - this year - this tournament
9,Vaughn Taylor,,T10,71,72,77,75,5,3,4,7,295,"$181,250",-,bio - career - this year - this tournament
10,Luke Donald,,T10,73,74,75,73,15,15,8,7,295,"$181,250",-,bio - career - this year - this tournament
11,Paul Casey,,T10,79,68,77,71,75,15,19,7,295,"$181,250",-,bio - career - this year - this tournament
12,Tim Clark,,T13,71,71,80,74,5,1,8,8,296,"$135,937",-,bio - career - this year - this tournament
13,Jim Furyk,,T13,75,71,76,74,28,14,8,8,296,"$135,937",-,bio - career - this year - this tournament
14,Vijay Singh,,T13,73,71,79,73,15,4,16,8,296,"$135,937",-,bio - career - this year - this tournament
15,Ian Poulter,,T13,75,75,76,70,28,33,26,8,296,"$135,937",-,bio - career - this year - this tournament
16,Henrik Stenson,,T17,72,76,77,72,10,25,23,9,297,"$108,750",-,bio - career - this year - this tournament
17,Tom Pernice Jr.,,T17,75,72,79,71,28,15,26,9,297,"$108,750",-,bio - career - this year - this tournament
18,Stewart Cink,,T17,77,75,75,70,59,46,34,9,297,"$108,750",-,bio - career - this year - this tournament
19,Lucas Glover,,T20,74,71,79,74,20,8,19,10,298,"$84,462",-,bio - career - this year - this tournament
20,Mark Calcavecchia,,T20,76,71,78,73,43,15,23,10,298,"$84,462",-,bio - career - this year - this tournament
21,Mike Weir,,T20,75,72,80,71,28,15,34,10,298,"$84,462",-,bio - career - this year - this tournament
22,John Rollins,,T20,77,74,76,71,59,40,34,10,298,"$84,462",-,bio - career - this year - this tournament
23,Phil Mickelson,,T24,76,73,73,77,43,27,8,11,299,"$63,800",-,bio - career - this year - this tournament
24,Geoff Ogilvy,,T24,75,70,81,73,28,8,26,11,299,"$63,800",-,bio - career - this year - this tournament
25,Stephen Ames,,T24,76,74,77,72,43,33,34,11,299,"$63,800",-,bio - career - this year - this tournament
26,K.J. Choi,,T27,75,75,74,76,28,33,19,12,300,"$53,650",-,bio - career - this year - this tournament
27,Davis Love III,,T27,72,77,77,74,10,27,26,12,300,"$53,650",-,bio - career - this year - this tournament
28,Adam Scott,,T27,74,78,76,72,20,46,44,12,300,"$53,650",-,bio - career - this year - this tournament
