,Player,#,Finish,R1,R2,R3,R4,R1.1,R2.1,R3.1,ToPar,Total Score,Money,DraftKings Salary,More Info
0,Bubba WatsonPlayoff: Beat Louis Oosthuizen with par on second extra hole,,Win,69,71,70,68,4,3,4,-10,278,"$1,440,000",-,bio - career - this year - this tournament
1,Louis OosthuizenPlayoff: Lost to Bubba Watson who made birdie on second extra hole,,2,68,72,69,69,2,3,3,-10,278,"$864,000",-,bio - career - this year - this tournament
2,Phil Mickelson,,T3,74,68,66,72,55,11,2,-8,280,"$384,000",-,bio - career - this year - this tournament
3,Lee Westwood,,T3,67,73,72,68,1,3,6,-8,280,"$384,000",-,bio - career - this year - this tournament
4,Peter Hanson,,T3,68,74,65,73,2,11,1,-8,280,"$384,000",-,bio - career - this year - this tournament
5,Matt Kuchar,,T3,71,70,70,69,14,8,5,-8,280,"$384,000",-,bio - career - this year - this tournament
6,Ian Poulter,,7,72,72,70,69,29,24,11,-5,283,"$268,000",-,bio - career - this year - this tournament
7,Padraig Harrington,,T8,71,73,68,72,14,24,6,-4,284,"$232,000",-,bio - career - this year - this tournament
8,Justin Rose,,T8,72,72,72,68,29,24,24,-4,284,"$232,000",-,bio - career - this year - this tournament
9,Adam Scott,,T8,75,70,73,66,64,31,32,-4,284,"$232,000",-,bio - career - this year - this tournament
10,Jim Furyk,,11,70,73,72,70,10,19,19,-3,285,"$200,000",-,bio - career - this year - this tournament
11,Fred Couples,,T12,72,67,75,72,29,1,11,-2,286,"$156,800",-,bio - career - this year - this tournament
12,Sergio Garcia,,T12,72,68,75,71,29,3,19,-2,286,"$156,800",-,bio - career - this year - this tournament
13,Hunter Mahan,,T12,72,72,68,74,29,24,6,-2,286,"$156,800",-,bio - career - this year - this tournament
14,Kevin Na,,T12,71,75,72,68,14,33,32,-2,286,"$156,800",-,bio - career - this year - this tournament
15,Graeme McDowell,,T12,75,72,71,68,64,40,32,-2,286,"$156,800",-,bio - career - this year - this tournament
16,Ben Crane,,T17,69,73,72,73,4,11,11,-1,287,"$124,000",-,bio - career - this year - this tournament
17,Bo Van Pelt,,T17,73,75,75,64,45,47,52,-1,287,"$124,000",-,bio - career - this year - this tournament
18,Freddie Jacobson,,T19,76,68,70,74,73,24,11,E,288,"$96,960",-,bio - career - this year - this tournament
19,Charles Howell III,,T19,72,70,74,72,29,11,24,E,288,"$96,960",-,bio - career - this year - this tournament
20,Geoff Ogilvy,,T19,74,72,71,71,55,33,27,E,288,"$96,960",-,bio - career - this year - this tournament
21,Francesco Molinari,,T19,69,75,70,74,4,24,11,E,288,"$96,960",-,bio - career - this year - this tournament
22,Brandt Snedeker,,T19,72,75,68,73,29,40,19,E,288,"$96,960",-,bio - career - this year - this tournament
23,Paul Lawrie,,T24,69,72,72,76,4,8,10,+1,289,"$70,400",-,bio - career - this year - this tournament
24,Anders Hansen,,T24,76,72,73,68,73,47,44,+1,289,"$70,400",-,bio - career - this year - this tournament
25,Jason Dufner,,T24,69,70,75,75,4,1,11,+1,289,"$70,400",-,bio - career - this year - this tournament
26,Vijay Singh,,T27,70,72,76,72,10,11,32,+2,290,"$56,800",-,bio - career - this year - this tournament
27,Jonathan Byrd,,T27,72,71,72,75,29,19,19,+2,290,"$56,800",-,bio - career - this year - this tournament
28,Scott Stallings,,T27,70,77,70,73,10,40,27,+2,290,"$56,800",-,bio - career - this year - this tournament
29,Rickie Fowler,,T27,74,74,72,70,55,47,41,+2,290,"$56,800",-,bio - career - this year - this tournament
30,Keegan Bradley,,T27,71,77,73,69,14,47,44,+2,290,"$56,800",-,bio - career - this year - this tournament
31,Angel Cabrera,,T32,71,78,71,71,14,57,41,+3,291,"$45,280",-,bio - career - this year - this tournament
32,Luke Donald,,T32,75,73,75,68,64,47,52,+3,291,"$45,280",-,bio - career - this year - this tournament
33,Zach Johnson,,T32,70,74,75,72,10,24,38,+3,291,"$45,280",-,bio - career - this year - this tournament
34,Sean O'Hair,,T32,73,70,71,77,45,19,11,+3,291,"$45,280",-,bio - career - this year - this tournament
35,Nick Watney,,T32,71,71,72,77,14,11,11,+3,291,"$45,280",-,bio - career - this year - this tournament
36,Thomas Bjorn,,T37,73,76,74,69,45,57,52,+4,292,"$37,600",-,bio - career - this year - this tournament
37,Bill Haas,,T37,72,74,76,70,29,33,48,+4,292,"$37,600",-,bio - career - this year - this tournament
38,Sangmoon Bae,,T37,75,71,69,77,64,33,19,+4,292,"$37,600",-,bio - career - this year - this tournament
39,Tiger Woods,,T40,72,75,72,74,29,40,38,+5,293,"$32,000",-,bio - career - this year - this tournament
40,Henrik Stenson,,T40,71,71,70,81,14,11,6,+5,293,"$32,000",-,bio - career - this year - this tournament
41,Aaron Baddeley,,T40,71,71,77,74,14,11,38,+5,293,"$32,000",-,bio - career - this year - this tournament
42,Rory McIlroy,,T40,71,69,77,76,14,3,27,+5,293,"$32,000",-,bio - career - this year - this tournament
43,Martin Kaymer,,T44,72,75,75,72,29,40,48,+6,294,"$26,400",-,bio - career - this year - this tournament
44,Webb Simpson,,T44,72,74,70,78,29,33,24,+6,294,"$26,400",-,bio - career - this year - this tournament
45,Kevin Chappell,,T44,71,76,71,76,14,40,32,+6,294,"$26,400",-,bio - career - this year - this tournament
46,Steve Stricker,,T47,71,77,72,75,14,47,41,+7,295,"$22,560",-,bio - career - this year - this tournament
47,Ross Fisher,,T47,71,77,73,74,14,47,44,+7,295,"$22,560",-,bio - career - this year - this tournament
48,Patrick Cantlay,,T47,71,78,74,72,14,57,52,+7,295,,-,bio - career - this year - this tournament
49,David Toms,,T50,73,73,75,75,45,33,44,+8,296,"$19,960",-,bio - career - this year - this tournament
50,Robert Karlsson,,T50,74,74,77,71,55,47,57,+8,296,"$19,960",-,bio - career - this year - this tournament
51,Stewart Cink,,T50,71,75,81,69,14,33,62,+8,296,"$19,960",-,bio - career - this year - this tournament
52,Charl Schwartzel,,T50,72,75,75,74,29,40,48,+8,296,"$19,960",-,bio - career - this year - this tournament
53,Scott Verplank,,T54,73,75,75,74,45,47,52,+9,297,"$18,880",-,bio - career - this year - this tournament
54,Hideki Matsuyama,,T54,71,74,72,80,14,31,27,+9,297,,-,bio - career - this year - this tournament
55,Miguel A. Jimenez,,56,69,72,76,81,4,8,27,+10,298,"$18,560",-,bio - career - this year - this tournament
56,Edoardo Molinari,,T57,75,74,76,74,64,57,57,+11,299,"$18,240",-,bio - career - this year - this tournament
57,Y.E. Yang,,T57,73,70,75,81,45,19,32,+11,299,"$18,240",-,bio - career - this year - this tournament
58,Martin Laird,,T57,76,72,74,77,73,47,48,+11,299,"$18,240",-,bio - career - this year - this tournament
59,Trevor Immelman,,60,78,71,76,76,88,57,57,+13,301,"$17,920",-,bio - career - this year - this tournament
60,Gonzalo Fernandez-Castano,,61,74,75,76,77,55,57,57,+14,302,"$17,760",-,bio - career - this year - this tournament
61,Kelly Kraft,,62,74,75,77,80,55,57,61,+18,306,,-,bio - career - this year - this tournament
62,John Senden,,CUT,74,76,0,0,55,64,0,+6,150,,-,bio - career - this year - this tournament
63,K.T. Kim,,CUT,74,76,0,0,55,64,0,+6,150,,-,bio - career - this year - this tournament
64,Larry Mize,,CUT,76,75,0,0,73,66,0,+7,151,,-,bio - career - this year - this tournament
65,Tom Watson,,CUT,77,74,0,0,83,66,0,+7,151,,-,bio - career - this year - this tournament
