,Player,#,Finish,R1,R2,R3,R4,R1.1,R2.1,R3.1,ToPar,Total Score,Money,DraftKings Salary,More Info
43,Miguel Martin,,CUT,75,75,0,0,45,42,0,+6,150,,-,bio - career - this year - this tournament
44,Jim Turnesa,,CUT,80,70,0,0,73,42,0,+6,150,,-,bio - career - this year - this tournament
45,George Bayer,,CUT,77,74,0,0,61,49,0,+7,151,,-,bio - career - this year - this tournament
46,Julius Boros,,CUT,75,76,0,0,45,49,0,+7,151,,-,bio - career - this year - this tournament
47,Bob Sweeny,,CUT,74,77,0,0,22,49,0,+7,151,,-,bio - career - this year - this tournament
48,Keith Alexander,,CUT,76,76,0,0,54,52,0,+8,152,,-,bio - career - this year - this tournament
49,Dow Finsterwald,,CUT,73,79,0,0,16,52,0,+8,152,,-,bio - career - this year - this tournament
50,Mario Gonzalez,,CUT,76,76,0,0,54,52,0,+8,152,,-,bio - career - this year - this tournament
51,Sebastian Miguel,,CUT,74,78,0,0,22,52,0,+8,152,,-,bio - career - this year - this tournament
52,Frank Taylor Jr,,CUT,74,78,0,0,22,52,0,+8,152,,-,bio - career - this year - this tournament
53,Don Cherry,,CUT,79,74,0,0,69,57,0,+9,153,,-,bio - career - this year - this tournament
54,Bruce Crampton,,CUT,80,73,0,0,73,57,0,+9,153,,-,bio - career - this year - this tournament
55,Jimmy Demaret,,CUT,75,78,0,0,45,57,0,+9,153,,-,bio - career - this year - this tournament
56,Bill Kerr,,CUT,75,78,0,0,45,57,0,+9,153,,-,bio - career - this year - this tournament
57,Kel Nagle,,CUT,75,78,0,0,45,57,0,+9,153,,-,bio - career - this year - this tournament
58,Billy-Joe Patton,,CUT,78,75,0,0,67,57,0,+9,153,,-,bio - career - this year - this tournament
59,Bill Hyndman,,CUT,74,80,0,0,22,63,0,+10,154,,-,bio - career - this year - this tournament
60,Lloyd Mangrum,,CUT,80,75,0,0,73,64,0,+11,155,,-,bio - career - this year - this tournament
61,"Sam Parks, Jr.",,CUT,80,75,0,0,73,64,0,+11,155,,-,bio - career - this year - this tournament
62,Ed Furgol,,CUT,75,81,0,0,45,66,0,+12,156,,-,bio - career - this year - this tournament
63,Gene Sarazen,,CUT,79,77,0,0,69,66,0,+12,156,,-,bio - career - this year - this tournament
64,Bill Campbell,,CUT,76,81,0,0,54,68,0,+13,157,,-,bio - career - this year - this tournament
65,Vic Ghezzi,,CUT,74,83,0,0,22,68,0,+13,157,,-,bio - career - this year - this tournament
66,Claude Harmon,,CUT,76,81,0,0,54,68,0,+13,157,,-,bio - career - this year - this tournament
67,Bob Harris,,CUT,79,78,0,0,69,68,0,+13,157,,-,bio - career - this year - this tournament
68,Phil Brownlee,,CUT,79,79,0,0,69,72,0,+14,158,,-,bio - career - this year - this tournament
69,Dick Chapman,,CUT,80,79,0,0,73,73,0,+15,159,,-,bio - career - this year - this tournament
70,Steve Spray,,CUT,80,79,0,0,73,73,0,+15,159,,-,bio - career - this year - this tournament
71,Billy Burke,,CUT,81,79,0,0,83,75,0,+16,160,,-,bio - career - this year - this tournament
72,Bob Cochran,,CUT,80,80,0,0,73,75,0,+16,160,,-,bio - career - this year - this tournament
73,John Farquhar,,CUT,77,83,0,0,61,75,0,+16,160,,-,bio - career - this year - this tournament
74,Craig Wood,,CUT,80,80,0,0,73,75,0,+16,160,,-,bio - career - this year - this tournament
75,Claude Wild,,CUT,78,83,0,0,67,79,0,+17,161,,-,bio - career - this year - this tournament
76,Herman Keiser,,CUT,81,81,0,0,83,80,0,+18,162,,-,bio - career - this year - this tournament
77,Tony Manero,,CUT,80,82,0,0,73,80,0,+18,162,,-,bio - career - this year - this tournament
78,Johnny Revolta,,CUT,84,80,0,0,85,82,0,+20,164,,-,bio - career - this year - this tournament
79,Denny Shute,,CUT,77,88,0,0,61,83,0,+21,165,,-,bio - career - this year - this tournament
80,Ward Wettlaufer,,CUT,80,85,0,0,73,83,0,+21,165,,-,bio - career - this year - this tournament
81,Horton Smith,,CUT,86,83,0,0,86,85,0,+25,169,,-,bio - career - this year - this tournament
82,Jock Hutchison Jr,,WD,0,0,0,0,0,0,0,0,0,,-,bio - career - this year - this tournament
83,Fred McLeod,,WD,0,0,0,0,0,0,0,0,0,,-,bio - career - this year - this tournament
84,Chandler Harper,,WD,74,0,0,0,22,0,0,+2,74,,-,bio - career - this year - this tournament
85,Jack Fleck,,WD,74,71,73,0,22,13,22,+2,218,,-,bio - career - this year - this tournament
86,Wes Ellis,,WD,75,73,74,0,45,34,34,+6,222,,-,bio - career - this year - this tournament
87,Dutch Harrison,,WD,74,74,78,0,22,34,40,+10,226,,-,bio - career - this year - this tournament
