,Player,#,Finish,R1,R2,R3,R4,R1.1,R2.1,R3.1,ToPar,Total Score,Money,DraftKings Salary,More Info
23,Nick Price,,T24,71,71,75,74,5,7,16,+3,291,"$24,840",-,bio - career - this year - this tournament
24,Lee Westwood,,T24,77,71,73,70,47,28,36,+3,291,"$24,840",-,bio - career - this year - this tournament
25,Lee Janzen,,T26,72,73,74,73,8,16,24,+4,292,"$21,195",-,bio - career - this year - this tournament
26,Craig Stadler,,T26,77,72,71,72,47,40,30,+4,292,"$21,195",-,bio - career - this year - this tournament
27,Jim Furyk,,T28,74,75,72,72,25,40,36,+5,293,"$19,575",-,bio - career - this year - this tournament
28,Paul Azinger,,T28,69,73,77,74,3,7,24,+5,293,"$19,575",-,bio - career - this year - this tournament
29,Mark O'Meara,,T30,75,74,70,75,33,40,24,+6,294,"$17,145",-,bio - career - this year - this tournament
30,Scott McCarron,,T30,77,71,72,74,47,28,30,+6,294,"$17,145",-,bio - career - this year - this tournament
31,Larry Mize,,T30,79,69,74,72,68,28,41,+6,294,"$17,145",-,bio - career - this year - this tournament
32,Colin Montgomerie,,T30,72,67,74,81,8,2,6,+6,294,"$17,145",-,bio - career - this year - this tournament
33,Sandy Lyle,,T34,73,73,74,75,18,22,30,+7,295,"$14,918",-,bio - career - this year - this tournament
34,Fuzzy Zoeller,,T34,75,73,69,78,33,28,16,+7,295,"$14,918",-,bio - career - this year - this tournament
35,Duffy Waldorf,,36,74,75,72,75,25,40,36,+8,296,"$13,905",-,bio - career - this year - this tournament
36,David Frost,,37,74,71,73,79,25,16,18,+9,297,"$13,230",-,bio - career - this year - this tournament
37,Scott Hoch,,38,79,68,73,78,68,24,30,+10,298,"$12,690",-,bio - career - this year - this tournament
38,Sam Torrance,,T39,75,73,73,78,33,28,36,+11,299,"$11,610",-,bio - career - this year - this tournament
39,Jack Nicklaus,,T39,77,70,74,78,47,24,36,+11,299,"$11,610",-,bio - career - this year - this tournament
40,Ian Woosnam,,T39,77,68,75,79,47,16,30,+11,299,"$11,610",-,bio - career - this year - this tournament
41,Jumbo Ozaki,,42,74,74,74,78,25,28,41,+12,300,"$10,530",-,bio - career - this year - this tournament
42,Corey Pavin,,T43,75,74,78,74,33,40,45,+13,301,"$9,720",-,bio - career - this year - this tournament
43,Clarence Rose,,T43,73,75,79,74,18,28,45,+13,301,"$9,720",-,bio - career - this year - this tournament
44,Ben Crenshaw,,45,75,73,74,80,33,28,41,+14,302,"$8,910",-,bio - career - this year - this tournament
45,Frank Nobilo,,46,76,72,74,81,42,28,41,+15,303,"$8,370",-,bio - career - this year - this tournament
46,Dan Forsman,,CUT,74,76,0,0,25,47,0,+6,150,,-,bio - career - this year - this tournament
47,Phil Mickelson,,CUT,76,74,0,0,42,47,0,+6,150,,-,bio - career - this year - this tournament
48,John Cook,,CUT,77,73,0,0,47,47,0,+6,150,,-,bio - career - this year - this tournament
49,John Morse,,CUT,77,73,0,0,47,47,0,+6,150,,-,bio - career - this year - this tournament
50,"David Berganio, Jr.",,CUT,72,78,0,0,8,47,0,+6,150,,-,bio - career - this year - this tournament
51,David Duval,,CUT,78,72,0,0,63,47,0,+6,150,,-,bio - career - this year - this tournament
52,Gary Player,,CUT,76,75,0,0,42,53,0,+7,151,,-,bio - career - this year - this tournament
53,Dudley Hart,,CUT,74,77,0,0,25,53,0,+7,151,,-,bio - career - this year - this tournament
54,Brad Faxon,,CUT,77,74,0,0,47,53,0,+7,151,,-,bio - career - this year - this tournament
55,Greg Norman,,CUT,77,74,0,0,47,53,0,+7,151,,-,bio - career - this year - this tournament
56,David Ogrin,,CUT,77,74,0,0,47,53,0,+7,151,,-,bio - career - this year - this tournament
57,Kenny Perry,,CUT,73,78,0,0,18,53,0,+7,151,,-,bio - career - this year - this tournament
58,Bob Tway,,CUT,78,73,0,0,63,53,0,+7,151,,-,bio - career - this year - this tournament
59,D.A. Weibring,,CUT,78,73,0,0,63,53,0,+7,151,,-,bio - career - this year - this tournament
60,Warren Bladon,,CUT,79,72,0,0,68,53,0,+7,151,,-,bio - career - this year - this tournament
61,Jeff Maggert,,CUT,77,76,0,0,47,62,0,+9,153,,-,bio - career - this year - this tournament
62,Stewart Cink,,CUT,75,78,0,0,33,62,0,+9,153,,-,bio - career - this year - this tournament
63,Ed Fiori,,CUT,78,75,0,0,63,62,0,+9,153,,-,bio - career - this year - this tournament
64,Mark McNulty,,CUT,81,72,0,0,75,62,0,+9,153,,-,bio - career - this year - this tournament
65,Tommy Aaron,,CUT,77,77,0,0,47,66,0,+10,154,,-,bio - career - this year - this tournament
66,Yoshinori Kaneko,,CUT,77,77,0,0,47,66,0,+10,154,,-,bio - career - this year - this tournament
67,Raymond Floyd,,CUT,79,75,0,0,68,66,0,+10,154,,-,bio - career - this year - this tournament
68,Seve Ballesteros,,CUT,81,74,0,0,75,69,0,+11,155,,-,bio - career - this year - this tournament
69,Steve Stricker,,CUT,77,79,0,0,47,70,0,+12,156,,-,bio - career - this year - this tournament
70,Michael Bradley,,CUT,79,77,0,0,68,70,0,+12,156,,-,bio - career - this year - this tournament
71,Nick Faldo,,CUT,75,81,0,0,33,70,0,+12,156,,-,bio - career - this year - this tournament
72,Steve Scott,,CUT,78,79,0,0,63,73,0,+13,157,,-,bio - career - this year - this tournament
73,Guy Boros,,CUT,79,79,0,0,68,74,0,+14,158,,-,bio - career - this year - this tournament
74,Tim Hogarth,,CUT,80,78,0,0,74,74,0,+14,158,,-,bio - career - this year - this tournament
75,Mark Brooks,,CUT,77,82,0,0,47,76,0,+15,159,,-,bio - career - this year - this tournament
76,Robert Allenby,,CUT,82,77,0,0,77,76,0,+15,159,,-,bio - career - this year - this tournament
77,Steve Jones,,CUT,82,78,0,0,77,78,0,+16,160,,-,bio - career - this year - this tournament
78,Billy Casper,,CUT,83,77,0,0,80,78,0,+16,160,,-,bio - career - this year - this tournament
79,Charles Coody,,CUT,83,77,0,0,80,78,0,+16,160,,-,bio - career - this year - this tournament
80,Ken Green,,CUT,87,74,0,0,85,81,0,+17,161,,-,bio - career - this year - this tournament
81,Loren Roberts,,CUT,85,77,0,0,83,82,0,+18,162,,-,bio - career - this year - this tournament
82,Gay Brewer,,CUT,84,79,0,0,82,83,0,+19,163,,-,bio - career - this year - this tournament
83,Arnold Palmer,,CUT,89,87,0,0,86,85,0,+32,176,,-,bio - career - this year - this tournament
84,Doug Ford,,CUT,85,94,0,0,83,86,0,+35,179,,-,bio - career - this year - this tournament
