,Player,#,Finish,R1,R2,R3,R4,R1.1,R2.1,R3.1,ToPar,Total Score,Money,DraftKings Salary,More Info
54,Byron Nelson,,CUT,76,76,0,0,50,54,0,+8,152,,-,bio - career - this year - this tournament
55,Norman Von Nida,,CUT,79,73,0,0,73,54,0,+8,152,,-,bio - career - this year - this tournament
56,Bill Campbell,,CUT,76,77,0,0,50,57,0,+9,153,,-,bio - career - this year - this tournament
57,Ed Furgol,,CUT,76,77,0,0,50,57,0,+9,153,,-,bio - career - this year - this tournament
58,Vic Ghezzi,,CUT,73,80,0,0,22,57,0,+9,153,,-,bio - career - this year - this tournament
59,Mario Gonzalez,,CUT,78,75,0,0,64,57,0,+9,153,,-,bio - career - this year - this tournament
60,Chuck Harrison,,CUT,74,79,0,0,35,57,0,+9,153,,-,bio - career - this year - this tournament
61,Gene Littler,,CUT,71,82,0,0,8,57,0,+9,153,,-,bio - career - this year - this tournament
62,Henry Picard,,CUT,76,77,0,0,50,57,0,+9,153,,-,bio - career - this year - this tournament
63,Horton Smith,,CUT,76,77,0,0,50,57,0,+9,153,,-,bio - career - this year - this tournament
64,Dave Goldman,,CUT,77,77,0,0,61,65,0,+10,154,,-,bio - career - this year - this tournament
65,Chandler Harper,,CUT,76,78,0,0,50,65,0,+10,154,,-,bio - career - this year - this tournament
66,Bob Sweeny,,CUT,81,73,0,0,78,65,0,+10,154,,-,bio - career - this year - this tournament
67,Bo Wininger,,CUT,79,75,0,0,73,65,0,+10,154,,-,bio - career - this year - this tournament
68,Denny Shute,,CUT,78,77,0,0,64,69,0,+11,155,,-,bio - career - this year - this tournament
69,Billy Burke,,CUT,73,83,0,0,22,70,0,+12,156,,-,bio - career - this year - this tournament
70,Denis Hutchinson,,CUT,81,75,0,0,78,70,0,+12,156,,-,bio - career - this year - this tournament
71,Herman Keiser,,CUT,78,78,0,0,64,70,0,+12,156,,-,bio - career - this year - this tournament
72,Gene Sarazen,,CUT,76,80,0,0,50,70,0,+12,156,,-,bio - career - this year - this tournament
73,Dudley Wysong,,CUT,79,77,0,0,73,70,0,+12,156,,-,bio - career - this year - this tournament
74,Tony Manero,,CUT,78,79,0,0,64,75,0,+13,157,,-,bio - career - this year - this tournament
75,Ernie Vossler,,CUT,78,80,0,0,64,76,0,+14,158,,-,bio - career - this year - this tournament
76,"Sam Parks, Jr.",,CUT,78,81,0,0,64,77,0,+15,159,,-,bio - career - this year - this tournament
77,Johnny Revolta,,CUT,81,81,0,0,78,78,0,+18,162,,-,bio - career - this year - this tournament
78,Chick Evans,,CUT,91,89,0,0,81,79,0,+36,180,,-,bio - career - this year - this tournament
79,Jock Hutchison Jr,,WD,0,0,0,0,0,0,0,0,0,,-,bio - career - this year - this tournament
80,Fred McLeod,,WD,0,0,0,0,0,0,0,0,0,,-,bio - career - this year - this tournament
81,Dick Chapman,,WD,79,0,0,0,73,0,0,+7,79,,-,bio - career - this year - this tournament
82,Craig Wood,,WD,80,0,0,0,77,0,0,+8,80,,-,bio - career - this year - this tournament
