,Player,#,Finish,R1,R2,R3,R4,R1.1,R2.1,R3.1,ToPar,Total Score,Money,DraftKings Salary,More Info
0,Raymond Floyd,,Win,65,66,70,70,1,1,1,-17,271,"$40,000",-,bio - career - this year - this tournament
1,Ben Crenshaw,,2,70,70,72,67,8,5,5,-9,279,"$25,000",-,bio - career - this year - this tournament
2,Larry Ziegler,,T3,67,71,72,72,3,4,3,-6,282,"$16,250",-,bio - career - this year - this tournament
3,Jack Nicklaus,,T3,67,69,73,73,3,2,2,-6,282,"$16,250",-,bio - career - this year - this tournament
4,Tom Kite,,T5,73,67,72,73,29,5,5,-3,285,"$11,167",-,bio - career - this year - this tournament
5,Charles Coody,,T5,72,69,70,74,22,7,4,-3,285,"$11,167",-,bio - career - this year - this tournament
6,Hale Irwin,,T5,71,77,67,70,11,33,9,-3,285,"$11,167",-,bio - career - this year - this tournament
7,Billy Casper,,8,71,76,71,69,11,27,18,-1,287,"$8,000",-,bio - career - this year - this tournament
8,Tom Weiskopf,,T9,73,71,70,74,29,15,8,E,288,"$6,000",-,bio - career - this year - this tournament
9,Roger Maltbie,,T9,72,75,70,71,22,27,14,E,288,"$6,000",-,bio - career - this year - this tournament
10,Graham Marsh,,T9,73,68,75,72,29,7,11,E,288,"$6,000",-,bio - career - this year - this tournament
11,Jim Colbert,,T12,71,72,74,72,11,13,14,+1,289,"$3,567",-,bio - career - this year - this tournament
12,Gene Littler,,T12,71,72,74,72,11,13,14,+1,289,"$3,567",-,bio - career - this year - this tournament
13,Lou Graham,,T12,68,73,72,76,5,7,7,+1,289,"$3,567",-,bio - career - this year - this tournament
14,Jerry McGee,,T15,71,73,72,75,11,15,11,+3,291,"$2,950",-,bio - career - this year - this tournament
15,Al Geiberger,,T15,75,70,73,73,46,18,18,+3,291,"$2,950",-,bio - career - this year - this tournament
16,Dave Hill,,T15,69,73,76,73,6,10,18,+3,291,"$2,950",-,bio - career - this year - this tournament
17,Curtis Strange,,T15,71,76,73,71,11,27,24,+3,291,,-,bio - career - this year - this tournament
18,Dale Hayes,,T19,75,74,73,70,46,35,31,+4,292,"$2,550",-,bio - career - this year - this tournament
19,Bud Allin,,T19,69,76,72,75,6,18,14,+4,292,"$2,550",-,bio - career - this year - this tournament
20,Bruce Devlin,,T19,77,69,72,74,62,22,18,+4,292,"$2,550",-,bio - career - this year - this tournament
21,Hubert Green,,T19,71,66,78,77,11,3,9,+4,292,"$2,550",-,bio - career - this year - this tournament
22,Johnny Miller,,T23,71,73,74,75,11,15,18,+5,293,"$2,225",-,bio - career - this year - this tournament
23,Gay Brewer,,T23,75,74,71,73,46,35,24,+5,293,"$2,225",-,bio - career - this year - this tournament
24,Peter Oosterhuis,,T23,76,74,75,68,54,43,39,+5,293,"$2,225",-,bio - career - this year - this tournament
25,Rik Massengale,,T23,70,72,78,73,8,10,24,+5,293,"$2,225",-,bio - career - this year - this tournament
26,Bruce Crampton,,27,74,76,71,73,37,43,29,+6,294,"$2,000",-,bio - career - this year - this tournament
27,"Art Wall, Jr.",,T28,74,71,75,75,37,18,24,+7,295,"$1,950",-,bio - career - this year - this tournament
28,Bob Murphy,,T28,72,74,76,73,22,22,31,+7,295,"$1,950",-,bio - career - this year - this tournament
29,Lee Trevino,,T28,75,75,69,76,46,43,23,+7,295,"$1,950",-,bio - career - this year - this tournament
30,Eddie Pearce,,T28,71,71,79,74,11,10,29,+7,295,"$1,950",-,bio - career - this year - this tournament
31,Gary Player,,T28,73,73,70,79,29,22,11,+7,295,"$1,950",-,bio - career - this year - this tournament
32,Jumbo Ozaki,,T33,72,75,75,74,22,27,31,+8,296,"$1,900",-,bio - career - this year - this tournament
33,Don January,,T33,73,74,76,73,29,27,36,+8,296,"$1,900",-,bio - career - this year - this tournament
34,Tom Watson,,T33,77,73,76,70,62,43,42,+8,296,"$1,900",-,bio - career - this year - this tournament
35,Joe Inman,,36,74,75,71,77,37,35,24,+9,297,"$1,850",-,bio - career - this year - this tournament
36,Takashi Murakami,,T37,74,71,80,73,37,18,39,+10,298,"$1,800",-,bio - career - this year - this tournament
37,Andy North,,T37,66,81,75,76,2,27,31,+10,298,"$1,800",-,bio - career - this year - this tournament
38,Bob Shearer,,T39,73,75,76,75,29,33,37,+11,299,"$1,750",-,bio - career - this year - this tournament
39,Bob Gilder,,T39,71,75,76,77,11,22,31,+11,299,"$1,750",-,bio - career - this year - this tournament
40,John Mahaffey,,T39,72,74,78,75,22,22,37,+11,299,"$1,750",-,bio - career - this year - this tournament
41,Tommy Aaron,,42,73,76,77,74,29,35,42,+12,300,"$1,700",-,bio - career - this year - this tournament
