,Player,#,Finish,R1,R2,R3,R4,R1.1,R2.1,R3.1,ToPar,Total Score,Money,DraftKings Salary,More Info
0,Horton Smith,,Win,70,72,70,72,1,1,1,-4,284,"$1,500",-,bio - career - this year - this tournament
1,Craig Wood,,2,71,74,69,71,4,7,3,-3,285,$800,-,bio - career - this year - this tournament
2,Billy Burke,,T3,72,71,70,73,8,2,2,-2,286,$550,-,bio - career - this year - this tournament
3,Paul Runyan,,T3,74,71,70,71,13,7,5,-2,286,$550,-,bio - career - this year - this tournament
4,Ed Dudley,,5,74,69,71,74,13,2,3,E,288,$400,-,bio - career - this year - this tournament
5,Willie Macfarlane,,6,74,73,70,74,13,13,6,+3,291,$300,-,bio - career - this year - this tournament
6,Al Espinosa,,T7,75,70,75,72,27,7,14,+4,292,$175,-,bio - career - this year - this tournament
7,Jimmy Hines,,T7,70,74,74,74,1,4,8,+4,292,$175,-,bio - career - this year - this tournament
8,Harold McSpaden,,T7,77,74,72,69,40,31,22,+4,292,$175,-,bio - career - this year - this tournament
9,Macdonald Smith,,T7,74,70,74,74,13,4,8,+4,292,$175,-,bio - career - this year - this tournament
10,Mortie Dutra,,T11,74,75,71,73,13,25,14,+5,293,$100,-,bio - career - this year - this tournament
11,Al Watrous,,T11,74,74,71,74,13,22,11,+5,293,$100,-,bio - career - this year - this tournament
12,Walter Hagen,,T13,71,76,70,77,4,13,6,+6,294,,-,bio - career - this year - this tournament
13,Robert-T. Jones,,T13,76,74,72,72,34,28,18,+6,294,,-,bio - career - this year - this tournament
14,Denny Shute,,T13,73,73,76,72,10,11,18,+6,294,,-,bio - career - this year - this tournament
15,Leo Diegel,,T16,73,72,74,76,10,7,11,+7,295,,-,bio - career - this year - this tournament
16,Ralph Stonehouse,,T16,74,70,75,76,13,4,11,+7,295,,-,bio - career - this year - this tournament
17,Ky Laffoon,,T18,72,79,72,73,8,31,22,+8,296,,-,bio - career - this year - this tournament
18,Johnny Revolta,,T18,75,72,75,74,27,13,18,+8,296,,-,bio - career - this year - this tournament
19,Bill Schwartz,,T18,75,72,71,78,27,13,8,+8,296,,-,bio - career - this year - this tournament
20,Johnny Golden,,T21,71,75,74,77,4,11,14,+9,297,,-,bio - career - this year - this tournament
21,Charles Yates,,T21,76,72,77,72,34,22,26,+9,297,,-,bio - career - this year - this tournament
22,John Dawson,,T23,74,73,76,75,13,13,22,+10,298,,-,bio - career - this year - this tournament
23,Henry Picard,,T23,71,76,75,76,4,13,18,+10,298,,-,bio - career - this year - this tournament
24,Henry Ciuci,,T25,74,73,74,78,13,13,17,+11,299,,-,bio - career - this year - this tournament
25,Tom Creavy,,T25,74,73,80,72,13,13,30,+11,299,,-,bio - career - this year - this tournament
26,Vic Ghezzi,,T25,77,74,74,74,40,31,26,+11,299,,-,bio - career - this year - this tournament
27,Bobby Cruickshank,,T28,74,74,80,72,13,22,35,+12,300,,-,bio - career - this year - this tournament
28,Jim Foulis,,T28,78,74,76,72,47,35,35,+12,300,,-,bio - career - this year - this tournament
29,Mike Turnesa,,T28,75,74,77,74,27,25,28,+12,300,,-,bio - career - this year - this tournament
30,Charles Lacey,,31,74,73,80,74,13,13,30,+13,301,,-,bio - career - this year - this tournament
31,John Kinder,,32,77,76,74,76,40,37,30,+15,303,,-,bio - career - this year - this tournament
32,Philip Perkins,,33,74,76,76,78,13,28,28,+16,304,,-,bio - career - this year - this tournament
33,George Dunlap,,T34,76,75,78,77,34,31,38,+18,306,,-,bio - career - this year - this tournament
34,Joe Turnesa,,T34,75,75,77,79,27,28,30,+18,306,,-,bio - career - this year - this tournament
35,Johnny Farrell,,T36,77,80,78,72,40,52,50,+19,307,,-,bio - career - this year - this tournament
36,Joe Paletti,,T36,73,79,75,80,10,35,30,+19,307,,-,bio - career - this year - this tournament
37,Errie Ball,,T38,74,75,74,86,13,25,22,+21,309,,-,bio - career - this year - this tournament
38,Abe Espinosa,,T38,76,77,75,81,34,37,35,+21,309,,-,bio - career - this year - this tournament
39,Gene Kunes,,T38,80,76,78,75,58,48,47,+21,309,,-,bio - career - this year - this tournament
40,David Ogilvie,,T38,79,75,77,78,51,43,41,+21,309,,-,bio - career - this year - this tournament
41,Tom Kerrigan,,42,76,79,77,78,34,46,43,+22,310,,-,bio - career - this year - this tournament
42,George Kerrigan,,T43,84,74,76,77,70,54,47,+23,311,,-,bio - career - this year - this tournament
43,Ross Somerville,,T43,82,78,74,77,67,59,47,+23,311,,-,bio - career - this year - this tournament
44,William Turnesa,,45,75,78,80,79,27,37,45,+24,312,,-,bio - career - this year - this tournament
45,"Sam Parks, Jr.",,T46,79,81,79,74,51,59,58,+25,313,,-,bio - career - this year - this tournament
46,John Perelli,,T46,79,77,79,78,51,48,50,+25,313,,-,bio - career - this year - this tournament
47,W.D. Fondren,,T48,79,79,74,83,51,54,43,+27,315,,-,bio - career - this year - this tournament
48,Billy Howell,,T48,76,80,83,76,34,48,58,+27,315,,-,bio - career - this year - this tournament
49,Fred McLeod,,T50,80,81,79,76,58,64,62,+28,316,,-,bio - career - this year - this tournament
50,George Sargent,,T50,80,76,82,78,58,48,56,+28,316,,-,bio - career - this year - this tournament
51,Charles Hall,,T52,79,81,77,80,51,59,54,+29,317,,-,bio - career - this year - this tournament
52,George Jacobus,,T52,79,80,77,81,51,58,53,+29,317,,-,bio - career - this year - this tournament
53,Walter Emery,,T54,77,76,82,84,40,37,50,+31,319,,-,bio - career - this year - this tournament
54,Sam Perry,,T54,77,81,80,81,40,54,56,+31,319,,-,bio - career - this year - this tournament
