,Player,#,Finish,R1,R2,R3,R4,R1.1,R2.1,R3.1,ToPar,Total Score,Money,DraftKings Salary,More Info
0,Ralph Guldahl,,Win,72,68,70,69,6,2,1,-9,279,"$1,500",-,bio - career - this year - this tournament
1,Sam Snead,,2,70,70,72,68,2,2,3,-8,280,$800,-,bio - career - this year - this tournament
2,Billy Burke,,T3,69,72,71,70,1,5,3,-6,282,$550,-,bio - career - this year - this tournament
3,Lawson Little,,T3,72,72,68,70,6,7,3,-6,282,$550,-,bio - career - this year - this tournament
4,Gene Sarazen,,5,73,66,72,72,13,1,2,-5,283,$400,-,bio - career - this year - this tournament
5,Craig Wood,,6,72,73,71,68,6,9,7,-4,284,$300,-,bio - career - this year - this tournament
6,Byron Nelson,,7,71,69,72,75,3,2,3,-1,287,$250,-,bio - career - this year - this tournament
7,Henry Picard,,8,71,71,76,71,3,6,8,1,289,$175,-,bio - career - this year - this tournament
8,Ben Hogan,,9,75,71,72,72,19,11,8,2,290,$125,-,bio - career - this year - this tournament
9,Ed Dudley,,T10,75,75,69,72,19,24,10,3,291,$100,-,bio - career - this year - this tournament
10,Toney Penna,,T10,72,75,72,72,6,13,10,3,291,$100,-,bio - career - this year - this tournament
11,Tommy Armour,,T12,71,74,76,72,3,9,15,5,293,$33,-,bio - career - this year - this tournament
12,Vic Ghezzi,,T12,73,76,72,72,13,19,15,5,293,$33,-,bio - career - this year - this tournament
13,Harold McSpaden,,T12,75,72,74,72,19,13,15,5,293,$33,-,bio - career - this year - this tournament
14,Denny Shute,,15,78,71,73,72,36,19,19,6,294,,-,bio - career - this year - this tournament
15,Paul Runyan,,T16,73,71,75,76,13,7,10,7,295,,-,bio - career - this year - this tournament
16,Felix Serafin,,T16,74,76,73,72,16,24,21,7,295,,-,bio - career - this year - this tournament
17,Chick Harbert,,T18,74,73,75,74,16,13,19,8,296,,-,bio - career - this year - this tournament
18,Jimmy Thomson,,T18,75,71,73,77,19,11,10,8,296,,-,bio - career - this year - this tournament
19,Charles Yates,,T18,74,73,74,75,16,13,15,8,296,,-,bio - career - this year - this tournament
20,Tommy-Suffern Tailer,,21,78,75,73,71,36,32,27,9,297,,-,bio - career - this year - this tournament
21,Jimmy Hines,,T22,76,73,74,75,28,19,21,10,298,,-,bio - career - this year - this tournament
22,Ky Laffoon,,T22,72,75,73,78,6,13,14,10,298,,-,bio - career - this year - this tournament
23,Frank Moore,,T22,75,74,75,74,19,19,23,10,298,,-,bio - career - this year - this tournament
24,Al Watrous,,25,75,75,74,75,19,24,23,11,299,,-,bio - career - this year - this tournament
25,Tony Manero,,T26,76,73,77,74,28,19,27,12,300,,-,bio - career - this year - this tournament
26,Horton Smith,,T26,75,79,74,72,19,36,32,12,300,,-,bio - career - this year - this tournament
27,William Turnesa,,T26,78,70,79,73,36,18,30,12,300,,-,bio - career - this year - this tournament
28,Jess Sweetser,,T29,75,75,75,77,19,24,26,14,302,,-,bio - career - this year - this tournament
29,Frank Walsh,,T29,76,76,72,78,28,29,23,14,302,,-,bio - career - this year - this tournament
30,Dick Metz,,T31,72,80,77,74,6,29,34,15,303,,-,bio - career - this year - this tournament
31,Johnny Revolta,,T31,77,74,76,76,34,28,30,15,303,,-,bio - career - this year - this tournament
32,Harry Cooper,,T33,76,77,73,78,28,32,27,16,304,,-,bio - career - this year - this tournament
33,Jimmy Demaret,,T33,72,81,77,74,6,32,35,16,304,,-,bio - career - this year - this tournament
34,Walter Hagen,,T33,76,76,76,76,28,29,32,16,304,,-,bio - career - this year - this tournament
35,Robert-T. Jones,,T33,76,77,78,73,28,32,36,16,304,,-,bio - career - this year - this tournament
36,Dick Chapman,,T37,78,77,77,77,36,37,37,21,309,,-,bio - career - this year - this tournament
37,Jim Foulis,,T37,80,76,77,76,42,39,38,21,309,,-,bio - career - this year - this tournament
38,Johnny Farrell,,39,81,75,79,77,43,39,39,24,312,,-,bio - career - this year - this tournament
39,Ted Adams,,40,78,77,83,76,36,37,41,26,314,,-,bio - career - this year - this tournament
40,Ray Billows,,41,75,84,78,80,19,42,40,29,317,,-,bio - career - this year - this tournament
41,Joe Belfore,,42,83,79,78,78,46,43,42,30,318,,-,bio - career - this year - this tournament
42,Joe Thompson,,43,81,84,79,78,43,44,43,34,322,,-,bio - career - this year - this tournament
43,Ray Mangrum,,WD,77,0,0,0,34,0,0,5,77,,-,bio - career - this year - this tournament
44,Stanley Horne,,WD,82,0,0,0,45,0,0,10,82,,-,bio - career - this year - this tournament
45,Jock Hutchison,,WD,79,77,0,0,41,39,0,12,156,,-,bio - career - this year - this tournament
