,Player,#,Finish,R1,R2,R3,R4,R1.1,R2.1,R3.1,ToPar,Total Score,Money,DraftKings Salary,More Info
0,"Byron NelsonPlayoff: Beat Ben Hogan in a 18 hole playoff - Nelson 69, Hogan 70",,Win,68,67,72,73,3,1,1,-6,280,"$1,500",-,bio - career - this year - this tournament
1,"Ben HoganPlayoff: Lost to Byron Nelson in a 18 hole playoff - Nelson 69, Hogan 70",,2,73,70,67,70,15,6,2,-6,280,$800,-,bio - career - this year - this tournament
2,Paul Runyan,,3,67,73,72,71,1,3,4,-5,283,$600,-,bio - career - this year - this tournament
3,Sam Byrd,,4,68,68,75,74,3,2,3,-3,285,$500,-,bio - career - this year - this tournament
4,Horton Smith,,5,67,73,74,73,1,3,5,-1,287,$400,-,bio - career - this year - this tournament
5,Jimmy Demaret,,6,70,70,75,75,5,3,6,2,290,$300,-,bio - career - this year - this tournament
6,Dutch Harrison,,T7,74,70,71,77,18,8,6,4,292,$200,-,bio - career - this year - this tournament
7,Lawson Little,,T7,71,74,72,75,6,10,8,4,292,$200,-,bio - career - this year - this tournament
8,Sam Snead,,T7,78,69,72,73,38,15,11,4,292,$200,-,bio - career - this year - this tournament
9,Chick Harbert,,T10,73,73,72,75,15,12,10,5,293,$100,-,bio - career - this year - this tournament
10,Gene Kunes,,T10,74,74,74,71,18,21,12,5,293,$100,-,bio - career - this year - this tournament
11,Jimmy Thomson,,12,73,70,74,70,15,6,8,-1,287,$100,-,bio - career - this year - this tournament
12,Chandler Harper,,13,75,75,76,69,27,28,20,7,295,,-,bio - career - this year - this tournament
13,Willie Goggin,,14,74,70,78,74,18,8,12,8,296,,-,bio - career - this year - this tournament
14,Bobby Cruickshank,,T15,72,79,71,75,11,30,12,9,297,,-,bio - career - this year - this tournament
15,Jim Ferrier,,T15,71,76,80,70,6,15,26,9,297,,-,bio - career - this year - this tournament
16,Henry Picard,,T15,75,72,75,75,27,15,12,9,297,,-,bio - career - this year - this tournament
17,Harry Cooper,,T18,74,77,76,72,18,30,26,11,299,,-,bio - career - this year - this tournament
18,Harold McSpaden,,T18,74,72,79,74,18,12,18,11,299,,-,bio - career - this year - this tournament
19,Felix Serafin,,T18,75,74,77,73,27,26,20,11,299,,-,bio - career - this year - this tournament
20,Ralph Guldahl,,21,74,74,76,76,18,21,16,12,300,,-,bio - career - this year - this tournament
21,Toney Penna,,22,74,79,73,75,18,34,20,13,301,,-,bio - career - this year - this tournament
22,Billy Burke,,T23,71,79,80,72,6,28,36,14,302,,-,bio - career - this year - this tournament
23,Herman Keiser,,T23,74,74,78,76,18,21,20,14,302,,-,bio - career - this year - this tournament
24,Craig Wood,,T23,72,75,82,73,11,15,31,14,302,,-,bio - career - this year - this tournament
25,Jim Ferrier,,T26,71,76,80,76,6,15,26,15,303,,-,bio - career - this year - this tournament
26,Jim Foulis,,T26,75,71,79,78,27,12,18,15,303,,-,bio - career - this year - this tournament
27,Johnny Palmer,,T26,78,75,75,75,38,34,29,15,303,,-,bio - career - this year - this tournament
28,Tommy Armour,,T29,74,79,76,75,18,34,31,16,304,,-,bio - career - this year - this tournament
29,Robert-T. Jones,,T29,72,75,79,78,11,15,20,16,304,,-,bio - career - this year - this tournament
30,Gene Sarazen,,T29,80,74,75,75,41,38,31,16,304,,-,bio - career - this year - this tournament
31,Bud Ward,,T29,76,73,80,75,31,26,31,16,304,,-,bio - career - this year - this tournament
32,Charles Yates,,T29,78,76,74,76,38,38,29,16,304,,-,bio - career - this year - this tournament
33,Ed Dudley,,T34,71,77,81,76,6,21,31,17,305,,-,bio - career - this year - this tournament
34,Jimmy Hines,,T34,77,76,79,73,34,34,37,17,305,,-,bio - career - this year - this tournament
35,Steve Kovach,,36,76,79,78,73,31,40,39,18,306,,-,bio - career - this year - this tournament
36,Herman Barron,,T37,77,75,80,75,34,32,37,19,307,,-,bio - career - this year - this tournament
37,Jack Ryan,,T37,77,71,76,83,34,21,16,19,307,,-,bio - career - this year - this tournament
38,Joe Zarhardt,,39,76,76,83,76,31,32,40,23,311,,-,bio - career - this year - this tournament
39,Jerry Gianferante,,40,77,80,82,73,34,41,42,24,312,,-,bio - career - this year - this tournament
40,Johnny Morris,,41,83,75,80,75,42,42,41,25,313,,-,bio - career - this year - this tournament
41,Denny Shute,,WD,72,73,81,0,11,10,20,10,226,,-,bio - career - this year - this tournament
