,Player,#,Finish,R1,R2,R3,R4,R1.1,R2.1,R3.1,ToPar,Total Score,Money,DraftKings Salary,More Info
0,Sam Snead,,Win,70,67,77,72,3,1,1,-2,286,"$4,000",-,bio - career - this year - this tournament
1,Jack Burke Jr.,,2,76,67,78,69,45,6,11,2,290,"$2,500",-,bio - career - this year - this tournament
2,Al Besselink,,T3,70,76,71,74,3,19,4,3,291,"$1,386",-,bio - career - this year - this tournament
3,Tommy Bolt,,T3,71,71,75,74,6,3,4,3,291,"$1,386",-,bio - career - this year - this tournament
4,Jim Ferrier,,T3,72,70,77,72,14,3,7,3,291,"$1,386",-,bio - career - this year - this tournament
5,Lloyd Mangrum,,6,71,74,75,72,6,15,10,4,292,$800,-,bio - career - this year - this tournament
6,Julius Boros,,T7,73,73,76,71,24,19,16,5,293,$625,-,bio - career - this year - this tournament
7,Fred Hawkins,,T7,71,73,78,71,6,10,16,5,293,$625,-,bio - career - this year - this tournament
8,Ben Hogan,,T7,70,70,74,79,3,2,1,5,293,$625,-,bio - career - this year - this tournament
9,Lew Worsham,,T7,71,75,73,74,6,19,7,5,293,$625,-,bio - career - this year - this tournament
10,Cary Middlecoff,,11,72,72,72,78,14,10,3,6,294,$520,-,bio - career - this year - this tournament
11,Johnny Palmer,,12,69,74,75,77,1,6,6,7,295,$500,-,bio - career - this year - this tournament
12,Johnny Revolta,,13,71,71,77,77,6,3,7,8,296,$450,-,bio - career - this year - this tournament
13,George Fazio,,T14,72,71,78,76,14,6,11,9,297,$442,-,bio - career - this year - this tournament
14,Claude Harmon,,T14,73,74,77,73,24,24,20,9,297,$442,-,bio - career - this year - this tournament
15,Chuck Kocsis,,T14,75,78,71,73,41,50,20,9,297,,-,bio - career - this year - this tournament
16,Ted Kroll,,T14,74,74,76,73,29,27,20,9,297,$442,-,bio - career - this year - this tournament
17,Skee Riegel,,T14,75,71,78,73,41,19,20,9,297,$442,-,bio - career - this year - this tournament
18,Joe Kirkwood Jr,,T19,71,77,74,76,6,27,16,10,298,$420,-,bio - career - this year - this tournament
19,Frank Stranahan,,T19,72,74,76,76,14,19,16,10,298,,-,bio - career - this year - this tournament
