,Player,#,Finish,R1,R2,R3,R4,R1.1,R2.1,R3.1,ToPar,Total Score,Money,DraftKings Salary,More Info
0,Seve Ballesteros,,Win,66,69,68,72,1,1,1,-13,275,"$55,000",-,bio - career - this year - this tournament
1,Jack Newton,,T2,68,74,69,68,4,12,3,-9,279,"$30,500",-,bio - career - this year - this tournament
2,Gibby Gilbert,,T2,70,74,68,67,8,27,7,-9,279,"$30,500",-,bio - career - this year - this tournament
3,Hubert Green,,4,68,74,71,67,4,12,12,-8,280,"$15,750",-,bio - career - this year - this tournament
4,David Graham,,5,66,73,72,70,1,2,3,-7,281,"$13,200",-,bio - career - this year - this tournament
5,Gary Player,,T6,71,71,71,70,13,12,12,-5,283,"$9,958",-,bio - career - this year - this tournament
6,Larry Nelson,,T6,69,72,73,69,6,9,15,-5,283,"$9,958",-,bio - career - this year - this tournament
7,Ed Fiori,,T6,71,70,69,73,13,9,2,-5,283,"$9,958",-,bio - career - this year - this tournament
8,Tom Kite,,T6,69,71,74,69,6,4,15,-5,283,"$9,958",-,bio - career - this year - this tournament
9,Jerry Pate,,T6,72,68,76,67,19,4,25,-5,283,"$9,958",-,bio - career - this year - this tournament
10,Ben Crenshaw,,T6,76,70,68,69,62,42,15,-5,283,"$9,958",-,bio - career - this year - this tournament
11,Tom Watson,,T12,73,69,71,71,30,12,12,-4,284,"$7,250",-,bio - career - this year - this tournament
12,Andy Bean,,T12,74,72,68,70,40,42,15,-4,284,"$7,250",-,bio - career - this year - this tournament
13,Jack Renner,,T14,72,70,72,71,19,12,15,-3,285,"$5,917",-,bio - career - this year - this tournament
14,Jim Colbert,,T14,72,70,70,73,19,12,7,-3,285,"$5,917",-,bio - career - this year - this tournament
15,J.C. Snead,,T14,73,69,69,74,30,12,3,-3,285,"$5,917",-,bio - career - this year - this tournament
16,Jay Haas,,T17,72,74,70,70,19,42,25,-2,286,"$5,075",-,bio - career - this year - this tournament
17,Raymond Floyd,,T17,75,70,74,67,55,35,37,-2,286,"$5,075",-,bio - career - this year - this tournament
18,Billy Kratzert,,T19,73,69,72,73,30,12,15,-1,287,"$3,990",-,bio - career - this year - this tournament
19,Jim Simons,,T19,70,70,72,75,8,4,7,-1,287,"$3,990",-,bio - career - this year - this tournament
20,Fuzzy Zoeller,,T19,72,70,70,75,19,12,7,-1,287,"$3,990",-,bio - career - this year - this tournament
21,Gil Morgan,,T19,74,71,75,67,40,35,42,-1,287,"$3,990",-,bio - career - this year - this tournament
22,Calvin Peete,,T19,73,71,76,67,30,27,42,-1,287,"$3,990",-,bio - career - this year - this tournament
23,Arnold Palmer,,T24,73,73,73,69,30,42,37,E,288,"$3,025",-,bio - career - this year - this tournament
24,Andy North,,T24,70,72,69,77,8,12,3,E,288,"$3,025",-,bio - career - this year - this tournament
25,Jay Sigel,,T26,71,71,73,74,13,12,21,+1,289,,-,bio - career - this year - this tournament
26,Lou Graham,,T26,71,74,71,73,13,35,25,+1,289,"$2,430",-,bio - career - this year - this tournament
