,Player,#,Finish,R1,R2,R3,R4,R1.1,R2.1,R3.1,ToPar,Total Score,Money,DraftKings Salary,More Info
0,Mike WeirPlayoff: Beat Len Mattiace with bogey on first extra hole,,Win,70,68,75,68,4,1,2,-7,281,"$1,080,000",-,bio - career - this year - this tournament
1,Len MattiacePlayoff: Lost to Mike Weir who made bogey on first extra hole,,2,73,74,69,65,12,24,8,-7,281,"$648,000",-,bio - career - this year - this tournament
2,Phil Mickelson,,3,73,70,72,68,12,3,5,-5,283,"$408,000",-,bio - career - this year - this tournament
3,Jim Furyk,,4,73,72,71,68,12,10,8,-4,284,"$288,000",-,bio - career - this year - this tournament
4,Jeff Maggert,,5,72,73,66,75,8,10,1,-2,286,"$240,000",-,bio - career - this year - this tournament
5,Vijay Singh,,T6,73,71,70,73,12,5,3,-1,287,"$208,500",-,bio - career - this year - this tournament
6,Ernie Els,,T6,79,66,72,70,72,10,11,-1,287,"$208,500",-,bio - career - this year - this tournament
7,Jose Maria Olazabal,,T8,73,71,71,73,12,5,5,E,288,"$162,000",-,bio - career - this year - this tournament
8,David Toms,,T8,71,73,70,74,6,5,3,E,288,"$162,000",-,bio - career - this year - this tournament
9,Jonathan Byrd,,T8,74,71,71,72,26,10,8,E,288,"$162,000",-,bio - career - this year - this tournament
10,Mark O'Meara,,T8,76,71,70,71,42,24,11,E,288,"$162,000",-,bio - career - this year - this tournament
11,Scott Verplank,,T8,76,73,70,69,42,43,23,E,288,"$162,000",-,bio - career - this year - this tournament
12,Retief Goosen,,T13,73,74,72,70,12,24,23,+1,289,"$120,000",-,bio - career - this year - this tournament
13,Tim Clark,,T13,72,75,71,71,8,24,18,+1,289,"$120,000",-,bio - career - this year - this tournament
14,Paul Lawrie,,T15,72,72,73,73,8,5,11,+2,290,"$93,000",-,bio - career - this year - this tournament
15,Rich Beem,,T15,74,72,71,73,26,21,11,+2,290,"$93,000",-,bio - career - this year - this tournament
16,Tiger Woods,,T15,76,73,66,75,42,43,5,+2,290,"$93,000",-,bio - career - this year - this tournament
17,K.J. Choi,,T15,76,69,72,73,42,10,11,+2,290,"$93,000",-,bio - career - this year - this tournament
18,Angel Cabrera,,T15,76,71,71,72,42,24,18,+2,290,"$93,000",-,bio - career - this year - this tournament
19,Davis Love III,,T15,77,71,71,71,53,37,23,+2,290,"$93,000",-,bio - career - this year - this tournament
20,Ricky Barnes,,21,69,74,75,73,2,3,18,+3,291,,-,bio - career - this year - this tournament
21,Bob Estes,,22,76,71,74,71,42,24,31,+4,292,"$72,000",-,bio - career - this year - this tournament
22,Nick Price,,T23,70,75,72,76,4,10,11,+5,293,"$57,600",-,bio - career - this year - this tournament
23,Chris Riley,,T23,76,72,70,75,42,37,18,+5,293,"$57,600",-,bio - career - this year - this tournament
24,Scott McCarron,,T23,77,71,72,73,53,37,27,+5,293,"$57,600",-,bio - career - this year - this tournament
25,Adam Scott,,T23,77,72,74,70,53,43,40,+5,293,"$57,600",-,bio - career - this year - this tournament
