,Player,#,Finish,R1,R2,R3,R4,R1.1,R2.1,R3.1,ToPar,Total Score,Money,DraftKings Salary,More Info
0,"Jack NicklausPlayoff: Beat Tommy Jacobs & Gay Brewer in a 18 hole playoff - Nicklaus 70, Jacobs 72 & Brewer 78",,Win,68,76,72,72,1,3,1,E,288,"$20,000",-,bio - career - this year - this tournament
1,"Tommy JacobsPlayoff: Lost to Jack Nicklaus in a 18 hole playoff - Nicklaus 70, Jacobs 72 & Brewer 78",,2,75,71,70,72,29,11,1,E,288,"$12,300",-,bio - career - this year - this tournament
2,"Gay BrewerPlayoff: Lost to Jack Nicklaus in a 18 hole playoff - Nicklaus 70, Jacobs 72 & Brewer 78",,3,74,72,72,70,16,11,4,E,288,"$8,300",-,bio - career - this year - this tournament
3,Arnold Palmer,,T4,74,70,74,72,16,3,4,+2,290,"$5,700",-,bio - career - this year - this tournament
4,Doug Sanders,,T4,74,70,75,71,16,3,7,+2,290,"$5,700",-,bio - career - this year - this tournament
5,Don January,,T6,71,73,73,75,2,3,3,+4,292,"$3,900",-,bio - career - this year - this tournament
6,George Knudson,,T6,73,76,72,71,10,28,13,+4,292,"$3,900",-,bio - career - this year - this tournament
7,Raymond Floyd,,T8,72,73,74,74,6,8,7,+5,293,"$2,500",-,bio - career - this year - this tournament
8,Paul Harney,,T8,75,68,76,74,29,1,7,+5,293,"$2,500",-,bio - career - this year - this tournament
9,Billy Casper,,T10,71,75,76,72,2,11,19,+6,294,"$1,770",-,bio - career - this year - this tournament
10,Jay Hebert,,T10,72,74,73,75,6,11,7,+6,294,"$1,770",-,bio - career - this year - this tournament
11,Bob Rosburg,,T10,73,71,76,74,10,3,11,+6,294,"$1,770",-,bio - career - this year - this tournament
12,Tommy Aaron,,T13,74,73,77,71,16,17,25,+7,295,"$1,570",-,bio - career - this year - this tournament
13,Peter Butler,,T13,72,71,79,73,6,1,19,+7,295,"$1,570",-,bio - career - this year - this tournament
14,Ben Hogan,,T13,74,71,73,77,16,8,4,+7,295,"$1,570",-,bio - career - this year - this tournament
15,Ken Venturi,,16,75,74,73,74,29,28,19,+8,296,"$1,500",-,bio - career - this year - this tournament
16,Tommy Bolt,,T17,75,72,78,72,29,17,32,+9,297,"$1,335",-,bio - career - this year - this tournament
17,Bruce Crampton,,T17,74,75,71,77,16,28,11,+9,297,"$1,335",-,bio - career - this year - this tournament
18,Terry Dill,,T17,75,72,74,76,29,17,13,+9,297,"$1,335",-,bio - career - this year - this tournament
19,Doug Ford,,T17,75,73,73,76,29,21,13,+9,297,"$1,335",-,bio - career - this year - this tournament
20,Phil Rodgers,,T17,76,73,75,73,42,28,25,+9,297,"$1,335",-,bio - career - this year - this tournament
21,Frank Beard,,T22,77,71,77,73,58,21,32,+10,298,"$1,300",-,bio - career - this year - this tournament
22,Chen Ching Po,,T22,75,77,76,70,29,47,50,+10,298,"$1,300",-,bio - career - this year - this tournament
23,Roberto De Vicenzo,,T22,74,76,74,74,16,35,25,+10,298,"$1,300",-,bio - career - this year - this tournament
24,Harold Henning,,T22,77,74,70,77,58,40,13,+10,298,"$1,300",-,bio - career - this year - this tournament
25,Tony Lema,,T22,74,74,74,76,16,21,19,+10,298,"$1,300",-,bio - career - this year - this tournament
26,Bobby Nichols,,T22,77,73,74,74,58,35,25,+10,298,"$1,300",-,bio - career - this year - this tournament
27,Julius Boros,,T28,77,73,73,76,58,35,24,+11,299,"$1,175",-,bio - career - this year - this tournament
28,Bruce Devlin,,T28,75,77,72,75,29,47,25,+11,299,"$1,175",-,bio - career - this year - this tournament
29,Gardner Dickinson,,T28,76,75,76,72,42,40,46,+11,299,"$1,175",-,bio - career - this year - this tournament
30,Jimmy Grant,,T28,74,74,78,73,16,21,40,+11,299,,-,bio - career - this year - this tournament
31,Gary Player,,T28,74,77,76,72,16,40,46,+11,299,"$1,175",-,bio - career - this year - this tournament
32,Rod Funseth,,T33,80,70,76,74,89,35,40,+12,300,"$1,175",-,bio - career - this year - this tournament
