,Player,#,Finish,R1,R2,R3,R4,R1.1,R2.1,R3.1,ToPar,Total Score,Money,DraftKings Salary,More Info
0,Nick FaldoPlayoff: Beat Scott Hoch with birdie on second extra hole,,Win,68,73,77,65,2,1,9,-5,283,"$200,000",-,bio - career - this year - this tournament
1,Scott HochPlayoff: Lost to Nick Faldo who made birdie on second extra hole,,T2,69,74,71,69,3,3,2,-5,283,"$120,000",-,bio - career - this year - this tournament
2,Ben Crenshaw,,T3,71,72,70,71,6,3,1,-4,284,"$64,450",-,bio - career - this year - this tournament
3,Greg Norman,,T3,74,75,68,67,26,29,7,-4,284,"$64,450",-,bio - career - this year - this tournament
4,Seve Ballesteros,,5,71,72,73,69,6,3,4,-3,285,"$44,400",-,bio - career - this year - this tournament
5,Mike Reid,,6,72,71,71,72,11,3,2,-2,286,"$40,000",-,bio - career - this year - this tournament
6,Jodie Mudd,,7,73,76,72,66,21,29,24,-1,287,"$37,200",-,bio - career - this year - this tournament
7,Jeff Sluman,,T8,74,72,74,68,26,12,16,E,288,"$32,200",-,bio - career - this year - this tournament
8,Chip Beck,,T8,74,76,70,68,26,37,16,E,288,"$32,200",-,bio - career - this year - this tournament
9,Jose Maria Olazabal,,T8,77,73,70,68,64,37,16,E,288,"$32,200",-,bio - career - this year - this tournament
10,Ken Green,,T11,74,69,73,73,26,3,4,+1,289,"$25,567",-,bio - career - this year - this tournament
11,Mark O'Meara,,T11,74,71,72,72,26,9,7,+1,289,"$25,567",-,bio - career - this year - this tournament
12,Fred Couples,,T11,72,76,74,67,11,24,28,+1,289,"$25,567",-,bio - career - this year - this tournament
13,Tom Watson,,T14,72,73,74,71,11,9,11,+2,290,"$19,450",-,bio - career - this year - this tournament
14,Paul Azinger,,T14,75,75,69,71,43,37,11,+2,290,"$19,450",-,bio - career - this year - this tournament
15,Ian Woosnam,,T14,74,76,71,69,26,37,24,+2,290,"$19,450",-,bio - career - this year - this tournament
16,Don Pooley,,T14,70,77,76,67,4,17,33,+2,290,"$19,450",-,bio - career - this year - this tournament
