,Player,#,Finish,R1,R2,R3,R4,R1.1,R2.1,R3.1,ToPar,Total Score,Money,DraftKings Salary,More Info
0,Phil Mickelson,,Win,72,69,69,69,15,4,1,-9,279,"$1,170,000",-,bio - career - this year - this tournament
1,Ernie Els,,2,70,72,71,67,4,6,4,-8,280,"$702,000",-,bio - career - this year - this tournament
2,K.J. Choi,,3,71,70,72,69,8,4,4,-6,282,"$442,000",-,bio - career - this year - this tournament
3,Bernhard Langer,,T4,71,73,69,72,8,14,4,-3,285,"$286,000",-,bio - career - this year - this tournament
4,Sergio Garcia,,T4,72,72,75,66,15,14,20,-3,285,"$286,000",-,bio - career - this year - this tournament
5,Chris DiMarco,,T6,69,73,68,76,2,6,1,-2,286,"$189,893",-,bio - career - this year - this tournament
6,Paul Casey,,T6,75,69,68,74,44,14,3,-2,286,"$189,893",-,bio - career - this year - this tournament
7,Kirk Triplett,,T6,71,74,69,72,8,19,7,-2,286,"$189,893",-,bio - career - this year - this tournament
8,Fred Couples,,T6,73,69,74,70,22,6,9,-2,286,"$189,893",-,bio - career - this year - this tournament
9,Davis Love III,,T6,75,67,74,70,44,6,9,-2,286,"$189,893",-,bio - career - this year - this tournament
10,Nick Price,,T6,72,73,71,70,15,19,9,-2,286,"$189,893",-,bio - career - this year - this tournament
11,Vijay Singh,,T6,75,73,69,69,44,32,15,-2,286,"$189,893",-,bio - career - this year - this tournament
12,Padraig Harrington,,T13,74,74,68,72,31,32,9,E,288,"$125,667",-,bio - career - this year - this tournament
13,Charles Howell III,,T13,71,71,76,70,8,6,16,E,288,"$125,667",-,bio - career - this year - this tournament
14,Retief Goosen,,T13,75,73,70,70,44,32,16,E,288,"$125,667",-,bio - career - this year - this tournament
15,Casey Wittenberg,,T13,76,72,71,69,53,32,20,E,288,,-,bio - career - this year - this tournament
16,Freddie Jacobson,,T17,74,74,67,74,31,32,8,+1,289,"$97,500",-,bio - career - this year - this tournament
