,Player,#,Finish,R1,R2,R3,R4,R1.1,R2.1,R3.1,ToPar,Total Score,Money,DraftKings Salary,More Info
0,Horton Smith,,Win,74,71,68,72,3,4,2,-3,285,"$1,500",-,bio - career - this year - this tournament
1,Harry Cooper,,2,70,69,71,76,1,1,1,-2,286,$800,-,bio - career - this year - this tournament
2,Gene Sarazen,,3,78,67,72,70,26,4,4,-1,287,$600,-,bio - career - this year - this tournament
3,Bobby Cruickshank,,T4,75,69,74,72,6,2,7,2,290,$450,-,bio - career - this year - this tournament
4,Paul Runyan,,T4,76,69,70,75,12,4,3,2,290,$450,-,bio - career - this year - this tournament
5,Ed Dudley,,T6,75,75,70,73,6,16,9,5,293,$250,-,bio - career - this year - this tournament
6,Ky Laffoon,,T6,75,70,75,73,6,4,9,5,293,$250,-,bio - career - this year - this tournament
7,Ray Mangrum,,T6,76,73,68,76,12,13,4,5,293,$250,-,bio - career - this year - this tournament
8,John Dawson,,T9,77,70,70,77,20,9,4,6,294,,-,bio - career - this year - this tournament
9,Henry Picard,,T9,75,72,74,73,6,9,12,6,294,$150,-,bio - career - this year - this tournament
10,Walter Hagen,,T11,77,74,73,72,20,19,18,8,296,$100,-,bio - career - this year - this tournament
11,Denny Shute,,T11,76,68,75,77,12,2,8,8,296,$100,-,bio - career - this year - this tournament
12,Wiffy Cox,,T13,82,69,75,72,42,19,26,10,298,$50,-,bio - career - this year - this tournament
13,Byron Nelson,,T13,76,71,77,74,12,9,18,10,298,$50,-,bio - career - this year - this tournament
14,Al Espinosa,,T15,72,73,75,79,2,4,9,11,299,,-,bio - career - this year - this tournament
15,Vic Ghezzi,,T15,77,70,77,75,20,9,18,11,299,,-,bio - career - this year - this tournament
16,Harold McSpaden,,T15,77,75,71,76,20,25,14,11,299,,-,bio - career - this year - this tournament
17,Jimmy Thomson,,T15,76,78,71,74,12,28,22,11,299,,-,bio - career - this year - this tournament
18,Orville White,,T15,78,73,77,71,26,19,30,11,299,,-,bio - career - this year - this tournament
19,Tommy Armour,,T20,79,74,72,75,31,26,22,12,300,,-,bio - career - this year - this tournament
20,Chick Chin,,T20,76,74,71,79,12,16,12,12,300,,-,bio - career - this year - this tournament
21,Lawson Little,,T20,75,75,73,77,6,16,14,12,300,,-,bio - career - this year - this tournament
22,"Sam Parks, Jr.",,T20,76,75,72,77,12,19,14,12,300,,-,bio - career - this year - this tournament
23,Craig Wood,,T20,88,67,69,76,51,30,18,12,300,,-,bio - career - this year - this tournament
24,Johnny Revolta,,25,77,72,76,76,20,13,22,13,301,,-,bio - career - this year - this tournament
25,Albert Campbell,,26,82,73,68,79,42,30,14,14,302,,-,bio - career - this year - this tournament
26,Dick Metz,,27,79,78,76,70,31,38,38,15,303,,-,bio - career - this year - this tournament
27,Billy Burke,,28,74,77,74,79,3,19,22,16,304,,-,bio - career - this year - this tournament
28,Johnny Farrell,,T29,78,75,74,78,26,26,28,17,305,,-,bio - career - this year - this tournament
29,Joe Kirkwood,,T29,81,76,73,75,39,38,33,17,305,,-,bio - career - this year - this tournament
30,Torchy Toda,,T29,81,74,75,75,39,30,33,17,305,,-,bio - career - this year - this tournament
31,Al Watrous,,T29,78,76,73,78,26,28,28,17,305,,-,bio - career - this year - this tournament
32,Robert-T. Jones,,33,78,78,73,77,26,36,32,18,306,,-,bio - career - this year - this tournament
33,Bill Kaiser,,T34,77,78,77,75,20,30,36,19,307,,-,bio - career - this year - this tournament
34,Charles Yates,,T34,82,73,75,77,42,30,33,19,307,,-,bio - career - this year - this tournament
35,Alvin Krueger,,T36,75,76,77,80,6,19,30,20,308,,-,bio - career - this year - this tournament
36,Ted Luther,,T36,74,75,77,82,3,13,26,20,308,,-,bio - career - this year - this tournament
37,Ted Turner,,38,76,79,80,75,12,30,41,22,310,,-,bio - career - this year - this tournament
38,Jimmy Hines,,T39,79,82,74,76,31,44,41,23,311,,-,bio - career - this year - this tournament
39,Jules Huot,,T39,80,79,75,77,35,43,40,23,311,,-,bio - career - this year - this tournament
40,Gene Kunes,,T39,81,76,76,78,39,38,38,23,311,,-,bio - career - this year - this tournament
41,Frank Walsh,,T39,80,77,78,76,35,38,41,23,311,,-,bio - career - this year - this tournament
42,Johnny Goodman,,43,80,81,79,75,35,44,45,27,315,,-,bio - career - this year - this tournament
43,Bob Riegel,,T44,84,78,74,83,46,48,44,31,319,,-,bio - career - this year - this tournament
44,Bob Sweeny,,T44,83,75,74,87,45,42,36,31,319,,-,bio - career - this year - this tournament
45,Jock Hutchison,,WD,79,77,0,0,31,36,0,12,156,,-,bio - career - this year - this tournament
46,George Sargent,,WD,85,0,0,0,48,0,0,13,85,,-,bio - career - this year - this tournament
47,Vincent Eldred,,WD,85,76,0,0,48,44,0,17,161,,-,bio - career - this year - this tournament
48,"Fred Haas, Jr.",,WD,87,74,0,0,50,44,0,17,161,,-,bio - career - this year - this tournament
49,Joe Turnesa,,WD,80,82,0,0,35,48,0,18,162,,-,bio - career - this year - this tournament
50,Jack Munger,,WD,84,79,0,0,46,50,0,19,163,,-,bio - career - this year - this tournament
51,Jess Sweetser,,WD,89,79,0,0,53,51,0,24,168,,-,bio - career - this year - this tournament
52,Fred McLeod,,WD,88,81,0,0,51,52,0,25,169,,-,bio - career - this year - this tournament
