,Player,#,Finish,R1,R2,R3,R4,R1.1,R2.1,R3.1,ToPar,Total Score,Money,DraftKings Salary,More Info
0,"Billy CasperPlayoff: Beat Gene Littler in a 18 hole playoff - Littler 69, Littler 74",,Win,72,68,68,71,11,3,1,-9,279,"$25,000",-,bio - career - this year - this tournament
1,"Gene LittlerPlayoff: Lost to Billy Casper in a 18 hole playoff - Littler 69, Littler 74",,2,69,70,70,70,2,1,2,-9,279,"$17,500",-,bio - career - this year - this tournament
2,Gary Player,,3,74,68,68,70,24,5,3,-8,280,"$14,000",-,bio - career - this year - this tournament
3,Bert Yancey,,4,69,70,72,70,2,1,4,-7,281,"$10,000",-,bio - career - this year - this tournament
4,Dave Stockton,,T5,72,72,69,70,11,9,7,-5,283,"$6,667",-,bio - career - this year - this tournament
5,Dave Hill,,T5,73,70,70,70,15,7,7,-5,283,"$6,667",-,bio - career - this year - this tournament
6,Tommy Aaron,,T5,68,74,69,72,1,5,4,-5,283,"$6,667",-,bio - career - this year - this tournament
7,Jack Nicklaus,,8,71,75,69,69,9,17,10,-4,284,"$4,500",-,bio - career - this year - this tournament
8,Frank Beard,,9,71,76,68,70,9,28,10,-3,285,"$4,000",-,bio - career - this year - this tournament
9,Bob Lunn,,T10,70,70,75,72,4,3,10,-1,287,"$3,500",-,bio - career - this year - this tournament
10,Chi Chi Rodriguez,,T10,70,76,73,68,4,17,25,-1,287,"$3,500",-,bio - career - this year - this tournament
11,Tony Jacklin,,T12,73,74,70,71,15,28,16,E,288,"$3,000",-,bio - career - this year - this tournament
12,Takaaki Kono,,T12,75,68,71,74,32,7,9,E,288,"$3,000",-,bio - career - this year - this tournament
13,Bert Greene,,T12,75,71,70,72,32,17,14,E,288,"$3,000",-,bio - career - this year - this tournament
14,Don January,,T12,76,73,69,70,44,37,19,E,288,"$3,000",-,bio - career - this year - this tournament
15,Charles Coody,,T12,70,74,67,77,4,9,4,E,288,"$3,000",-,bio - career - this year - this tournament
16,Bob Charles,,17,75,71,71,72,32,17,16,+1,289,"$2,700",-,bio - career - this year - this tournament
17,Orville Moody,,T18,73,72,71,74,15,12,14,+2,290,"$2,500",-,bio - career - this year - this tournament
18,Dick Lotz,,T18,74,72,72,72,24,17,19,+2,290,"$2,500",-,bio - career - this year - this tournament
19,Howie Johnson,,T18,75,71,73,71,32,17,25,+2,290,"$2,500",-,bio - career - this year - this tournament
20,Miller Barber,,T21,76,73,77,65,44,37,47,+3,291,"$2,250",-,bio - career - this year - this tournament
21,Terry Wilcox,,T21,79,70,70,72,72,37,25,+3,291,"$2,250",-,bio - career - this year - this tournament
22,Tom Weiskopf,,T23,73,73,72,74,15,17,19,+4,292,"$2,020",-,bio - career - this year - this tournament
23,Deane Beman,,T23,74,72,72,74,24,17,19,+4,292,"$2,020",-,bio - career - this year - this tournament
24,Charles Coe,,T23,74,71,72,75,24,12,16,+4,292,,-,bio - career - this year - this tournament
25,Julius Boros,,T23,75,71,74,72,32,17,31,+4,292,"$2,020",-,bio - career - this year - this tournament
26,Sam Snead,,T23,76,73,71,72,44,37,31,+4,292,"$2,020",-,bio - career - this year - this tournament
27,Bob Murphy,,T23,78,70,73,71,63,33,35,+4,292,"$2,020",-,bio - career - this year - this tournament
28,Jimmy Wright,,T29,75,72,71,75,32,28,19,+5,293,"$1,650",-,bio - career - this year - this tournament
29,Hsieh Yung Yo,,T29,75,75,69,74,32,43,25,+5,293,"$1,650",-,bio - career - this year - this tournament
30,Ken Still,,T31,74,73,74,73,24,28,35,+6,294,"$1,650",-,bio - career - this year - this tournament
31,George Archer,,T31,73,72,74,75,15,12,25,+6,294,"$1,650",-,bio - career - this year - this tournament
32,Bruce Devlin,,T31,72,74,78,70,11,17,44,+6,294,"$1,650",-,bio - career - this year - this tournament
33,Gay Brewer,,T31,78,70,72,74,63,33,31,+6,294,"$1,650",-,bio - career - this year - this tournament
34,Larry Hinson,,T31,72,72,71,79,11,9,10,+6,294,"$1,650",-,bio - career - this year - this tournament
35,Arnold Palmer,,T36,75,73,74,73,32,33,39,+7,295,"$1,575",-,bio - career - this year - this tournament
