,Player,#,Finish,R1,R2,R3,R4,R1.1,R2.1,R3.1,ToPar,Total Score,Money,DraftKings Salary,More Info
0,"Gene SarazenPlayoff: Beat Craig Wood in a 36 hole playoff - Sarazen 144, Woods 149",,Win,68,71,73,70,2,2,4,-6,282,"$1,500",-,bio - career - this year - this tournament
1,"Craig WoodPlayoff: Lost to Gene Sarazen in a 36 hole playoff - Sarazen 144, Woods 149",,2,69,72,68,73,5,6,1,-6,282,$800,-,bio - career - this year - this tournament
2,Olin Dutra,,3,70,70,70,74,6,4,2,-4,284,$600,-,bio - career - this year - this tournament
3,Henry Picard,,4,67,68,76,75,1,1,3,-2,286,$500,-,bio - career - this year - this tournament
4,Denny Shute,,5,73,71,70,73,15,10,5,-1,287,$400,-,bio - career - this year - this tournament
5,Lawson Little,,6,74,72,70,72,25,18,8,E,288,,-,bio - career - this year - this tournament
6,Paul Runyan,,7,70,72,75,72,6,7,9,+1,289,$300,-,bio - career - this year - this tournament
7,Vic Ghezzi,,8,73,71,73,73,15,10,9,+2,290,$250,-,bio - career - this year - this tournament
8,Bobby Cruickshank,,T9,76,70,73,72,40,18,16,+3,291,$137,-,bio - career - this year - this tournament
9,Jimmy Hines,,T9,70,70,77,74,6,4,9,+3,291,$137,-,bio - career - this year - this tournament
10,Byron Nelson,,T9,71,74,72,74,10,15,9,+3,291,$137,-,bio - career - this year - this tournament
11,Joe Turnesa,,T9,73,71,74,73,15,10,14,+3,291,$137,-,bio - career - this year - this tournament
12,Ray Mangrum,,T13,68,71,76,77,2,2,7,+4,292,$50,-,bio - career - this year - this tournament
13,Johnny Revolta,,T13,70,74,73,75,6,10,9,+4,292,$50,-,bio - career - this year - this tournament
14,Walter Hagen,,T15,73,69,72,79,15,7,5,+5,293,,-,bio - career - this year - this tournament
15,"Sam Parks, Jr.",,T15,74,70,74,75,25,10,14,+5,293,,-,bio - career - this year - this tournament
16,John Dawson,,T17,75,72,72,75,32,25,16,+6,294,,-,bio - career - this year - this tournament
17,Al Espinosa,,T17,76,72,73,73,40,28,22,+6,294,,-,bio - career - this year - this tournament
18,Clarence Clark,,T19,77,75,73,71,48,49,36,+8,296,,-,bio - career - this year - this tournament
19,Leo Diegel,,T19,72,73,74,77,11,15,16,+8,296,,-,bio - career - this year - this tournament
20,Ed Dudley,,T19,73,73,74,76,15,18,20,+8,296,,-,bio - career - this year - this tournament
21,Harold McSpaden,,T19,75,72,75,74,32,25,27,+8,296,,-,bio - career - this year - this tournament
22,Horton Smith,,T19,74,75,74,73,25,36,28,+8,296,,-,bio - career - this year - this tournament
23,Charles Yates,,T19,75,70,76,75,32,15,22,+8,296,,-,bio - career - this year - this tournament
24,Harry Cooper,,T25,73,76,74,74,15,36,28,+9,297,,-,bio - career - this year - this tournament
25,Robert-T. Jones,,T25,74,72,73,78,25,18,16,+9,297,,-,bio - career - this year - this tournament
26,Mike Turnesa,,T25,72,74,75,76,11,18,22,+9,297,,-,bio - career - this year - this tournament
27,Gene Kunes,,T28,76,72,77,73,40,28,36,+10,298,,-,bio - career - this year - this tournament
28,Ky Laffoon,,T28,76,73,72,77,40,36,22,+10,298,,-,bio - career - this year - this tournament
29,Philip Perkins,,T28,77,71,75,75,48,28,28,+10,298,,-,bio - career - this year - this tournament
30,Mortie Dutra,,T31,81,74,73,71,63,56,49,+11,299,,-,bio - career - this year - this tournament
31,Willie Macfarlane,,T31,73,77,75,74,15,42,36,+11,299,,-,bio - career - this year - this tournament
