,Player,#,Finish,R1,R2,R3,R4,R1.1,R2.1,R3.1,ToPar,Total Score,Money,DraftKings Salary,More Info
0,George Archer,,Win,67,73,69,72,2,3,2,-7,281,"$20,000",-,bio - career - this year - this tournament
1,Billy Casper,,T2,66,71,71,74,1,1,1,-6,282,"$12,333",-,bio - career - this year - this tournament
2,George Knudson,,T2,70,73,69,70,12,14,6,-6,282,"$12,333",-,bio - career - this year - this tournament
3,Tom Weiskopf,,T2,71,71,69,71,16,5,4,-6,282,"$12,333",-,bio - career - this year - this tournament
4,Charles Coody,,T5,74,68,69,72,44,5,4,-5,283,"$6,750",-,bio - career - this year - this tournament
5,Don January,,T5,74,73,70,66,44,35,24,-5,283,"$6,750",-,bio - career - this year - this tournament
6,Miller Barber,,7,71,71,68,74,16,5,3,-4,284,"$5,000",-,bio - career - this year - this tournament
7,Tommy Aaron,,T8,71,71,73,70,16,5,13,-3,285,"$3,600",-,bio - career - this year - this tournament
8,Lionel Hebert,,T8,69,73,70,73,5,5,6,-3,285,"$3,600",-,bio - career - this year - this tournament
9,Gene Littler,,T8,69,75,70,71,5,17,10,-3,285,"$3,600",-,bio - career - this year - this tournament
10,Mason Rudolph,,11,69,73,74,70,5,5,18,-2,286,"$3,200",-,bio - career - this year - this tournament
11,Dan Sikes,,12,69,71,73,74,5,3,8,-1,287,"$3,000",-,bio - career - this year - this tournament
12,Bruce Crampton,,T13,69,73,74,72,5,5,18,E,288,"$2,700",-,bio - career - this year - this tournament
13,Al Geiberger,,T13,71,71,74,72,16,5,18,E,288,"$2,700",-,bio - career - this year - this tournament
14,Harold Henning,,T13,73,72,71,72,31,24,18,E,288,"$2,700",-,bio - career - this year - this tournament
15,Takaaki Kono,,T13,71,75,68,74,16,28,10,E,288,"$2,700",-,bio - career - this year - this tournament
16,Bert Yancey,,T13,69,75,71,73,5,17,13,E,288,"$2,700",-,bio - career - this year - this tournament
17,Dave Stockton,,18,71,71,75,72,16,5,24,+1,289,"$2,400",-,bio - career - this year - this tournament
18,Frank Beard,,T19,72,74,70,74,24,28,18,+2,290,"$2,100",-,bio - career - this year - this tournament
19,Deane Beman,,T19,74,73,74,69,44,35,37,+2,290,"$2,100",-,bio - career - this year - this tournament
20,Bruce Devlin,,T19,67,70,76,77,2,1,8,+2,290,"$2,100",-,bio - career - this year - this tournament
21,Dale Douglass,,T19,73,72,71,74,31,24,18,+2,290,"$2,100",-,bio - career - this year - this tournament
22,Lee Trevino,,T19,72,74,75,69,24,28,37,+2,290,"$2,100",-,bio - career - this year - this tournament
23,Jack Burke Jr.,,T24,73,72,70,76,31,24,13,+3,291,"$1,800",-,bio - career - this year - this tournament
24,Dave Hill,,T24,75,73,72,71,53,44,36,+3,291,"$1,800",-,bio - career - this year - this tournament
25,Jack Nicklaus,,T24,68,75,72,76,4,14,13,+3,291,"$1,800",-,bio - career - this year - this tournament
26,Arnold Palmer,,27,73,75,70,74,31,44,27,+4,292,"$1,450",-,bio - career - this year - this tournament
27,Johnny Pott,,28,72,72,71,78,24,17,13,+5,293,"$1,450",-,bio - career - this year - this tournament
28,Roberto Bernardini,,T29,76,71,72,75,64,35,31,+6,294,"$1,450",-,bio - career - this year - this tournament
29,Bob Charles,,T29,70,76,72,76,12,28,27,+6,294,"$1,450",-,bio - career - this year - this tournament
30,Gardner Dickinson,,T29,73,74,71,76,31,35,27,+6,294,"$1,450",-,bio - career - this year - this tournament
31,Bobby Nichols,,T29,78,69,74,73,74,35,37,+6,294,"$1,450",-,bio - career - this year - this tournament
32,Don Bies,,T33,74,70,70,81,44,17,10,+7,295,"$1,425",-,bio - career - this year - this tournament
33,Julius Boros,,T33,72,73,73,77,24,24,27,+7,295,"$1,425",-,bio - career - this year - this tournament
34,Gary Player,,T33,74,70,75,76,44,17,31,+7,295,"$1,425",-,bio - career - this year - this tournament
35,Raymond Floyd,,T36,73,71,78,74,31,17,41,+8,296,"$1,425",-,bio - career - this year - this tournament
36,Doug Sanders,,T36,72,71,76,77,24,14,31,+8,296,"$1,425",-,bio - career - this year - this tournament
37,Ken Still,,T36,73,75,71,77,31,44,31,+8,296,"$1,425",-,bio - career - this year - this tournament
38,Kermit Zarley,,T36,73,73,76,74,31,28,41,+8,296,"$1,425",-,bio - career - this year - this tournament
39,Bob Goalby,,T40,70,76,76,75,12,28,41,+9,297,"$1,400",-,bio - career - this year - this tournament
40,Art Wall,,T40,70,77,78,72,12,35,45,+9,297,"$1,400",-,bio - career - this year - this tournament
