,Player,#,Finish,R1,R2,R3,R4,R1.1,R2.1,R3.1,ToPar,Total Score,Money,DraftKings Salary,More Info
0,Sandy Lyle,,Win,71,67,72,71,3,1,1,-7,281,"$183,800",-,bio - career - this year - this tournament
1,Mark Calcavecchia,,2,71,69,72,70,3,2,2,-6,282,"$110,200",-,bio - career - this year - this tournament
2,Craig Stadler,,3,76,69,70,68,39,12,7,-5,283,"$69,400",-,bio - career - this year - this tournament
3,Ben Crenshaw,,4,72,73,67,72,7,12,2,-4,284,"$48,900",-,bio - career - this year - this tournament
4,Don Pooley,,T5,71,72,72,70,3,5,7,-3,285,"$36,500",-,bio - career - this year - this tournament
5,Fred Couples,,T5,75,68,71,71,29,5,4,-3,285,"$36,500",-,bio - career - this year - this tournament
6,Greg Norman,,T5,77,73,71,64,45,38,25,-3,285,"$36,500",-,bio - career - this year - this tournament
7,David Frost,,8,73,74,71,68,10,19,14,-2,286,"$31,000",-,bio - career - this year - this tournament
8,Bernhard Langer,,T9,71,72,71,73,3,5,4,-1,287,"$28,000",-,bio - career - this year - this tournament
9,Tom Watson,,T9,72,71,73,71,7,5,10,-1,287,"$28,000",-,bio - career - this year - this tournament
10,Seve Ballesteros,,T11,73,72,70,73,10,12,7,E,288,"$23,000",-,bio - career - this year - this tournament
11,Lanny Wadkins,,T11,74,75,69,70,18,29,14,E,288,"$23,000",-,bio - career - this year - this tournament
12,Raymond Floyd,,T11,80,69,68,71,70,29,12,E,288,"$23,000",-,bio - career - this year - this tournament
13,Doug Tewell,,T14,75,73,68,73,29,23,10,+1,289,"$18,500",-,bio - career - this year - this tournament
14,Nick Price,,T14,75,76,72,66,29,41,34,+1,289,"$18,500",-,bio - career - this year - this tournament
15,Mark McNulty,,T16,74,71,73,72,18,12,14,+2,290,"$16,000",-,bio - career - this year - this tournament
16,Fuzzy Zoeller,,T16,76,66,72,76,39,3,4,+2,290,"$16,000",-,bio - career - this year - this tournament
17,Dan Pohl,,T16,78,70,69,73,53,23,12,+2,290,"$16,000",-,bio - career - this year - this tournament
18,Hubert Green,,T19,74,70,75,72,18,10,18,+3,291,"$13,500",-,bio - career - this year - this tournament
19,T.C. Chen,,T19,76,73,72,70,39,29,25,+3,291,"$13,500",-,bio - career - this year - this tournament
20,Jack Nicklaus,,T21,75,73,72,72,29,23,21,+4,292,"$11,200",-,bio - career - this year - this tournament
21,Chip Beck,,T21,73,70,76,73,10,5,18,+4,292,"$11,200",-,bio - career - this year - this tournament
22,Curtis Strange,,T21,76,70,72,74,39,17,14,+4,292,"$11,200",-,bio - career - this year - this tournament
23,Mark McCumber,,24,79,71,72,71,62,38,29,+5,293,"$9,600",-,bio - career - this year - this tournament
24,Isao Aoki,,T25,74,74,73,73,18,23,25,+6,294,"$7,975",-,bio - career - this year - this tournament
25,Gary Koch,,T25,72,73,74,75,7,12,18,+6,294,"$7,975",-,bio - career - this year - this tournament
26,Robert Wrenn,,T25,69,75,76,74,1,10,21,+6,294,"$7,975",-,bio - career - this year - this tournament
27,Payne Stewart,,T25,75,76,71,72,29,41,29,+6,294,"$7,975",-,bio - career - this year - this tournament
28,Rodger Davis,,29,77,72,71,75,45,29,21,+7,295,"$7,100",-,bio - career - this year - this tournament
29,Steve Jones,,T30,74,74,75,73,18,23,34,+8,296,"$6,500",-,bio - career - this year - this tournament
30,Nick Faldo,,T30,75,74,75,72,29,29,40,+8,296,"$6,500",-,bio - career - this year - this tournament
31,Mac O'Grady,,T30,74,73,76,73,18,19,34,+8,296,"$6,500",-,bio - career - this year - this tournament
32,Bob Tway,,T33,74,73,74,76,18,19,25,+9,297,"$5,667",-,bio - career - this year - this tournament
33,Tommy Nakajima,,T33,74,72,77,74,18,17,34,+9,297,"$5,667",-,bio - career - this year - this tournament
34,Larry Nelson,,T33,69,78,75,75,1,19,29,+9,297,"$5,667",-,bio - career - this year - this tournament
35,Andy North,,T36,74,74,75,75,18,23,34,+10,298,"$4,900",-,bio - career - this year - this tournament
36,Steve Pate,,T36,75,76,75,72,29,41,43,+10,298,"$4,900",-,bio - career - this year - this tournament
37,Ken Brown,,T36,73,78,69,78,10,41,21,+10,298,"$4,900",-,bio - career - this year - this tournament
38,Mark O'Meara,,T39,74,76,74,76,18,38,40,+12,300,"$4,400",-,bio - career - this year - this tournament
39,Jay Sigel,,T39,77,72,73,78,45,29,29,+12,300,,-,bio - career - this year - this tournament
40,Joey Sindelar,,T39,79,70,74,77,62,29,34,+12,300,"$4,400",-,bio - career - this year - this tournament
41,Corey Pavin,,T42,76,75,75,75,39,41,43,+13,301,"$4,000",-,bio - career - this year - this tournament
42,Gary Hallberg,,T42,73,69,80,79,10,3,29,+13,301,"$4,000",-,bio - career - this year - this tournament
43,Tom Kite,,44,73,76,77,76,10,29,43,+14,302,"$3,700",-,bio - career - this year - this tournament
44,Larry Mize,,T45,78,71,76,79,53,29,42,+16,304,"$3,400",-,bio - career - this year - this tournament
45,Jeff Sluman,,T45,80,71,78,75,70,41,46,+16,304,"$3,400",-,bio - career - this year - this tournament
46,Kenny Knox,,CUT,75,77,0,0,29,47,0,+8,152,,-,bio - career - this year - this tournament
47,Dave Barr,,CUT,77,75,0,0,45,47,0,+8,152,,-,bio - career - this year - this tournament
48,Sam Randolph,,CUT,78,74,0,0,53,47,0,+8,152,,-,bio - career - this year - this tournament
49,Andy Bean,,CUT,73,79,0,0,10,47,0,+8,152,,-,bio - career - this year - this tournament
50,Davis Love III,,CUT,73,79,0,0,10,47,0,+8,152,,-,bio - career - this year - this tournament
51,Scott Hoch,,CUT,79,73,0,0,62,47,0,+8,152,,-,bio - career - this year - this tournament
52,Jay Haas,,CUT,81,71,0,0,79,47,0,+8,152,,-,bio - career - this year - this tournament
53,John Cook,,CUT,77,76,0,0,45,54,0,+9,153,,-,bio - career - this year - this tournament
54,Bob Eastwood,,CUT,77,76,0,0,45,54,0,+9,153,,-,bio - career - this year - this tournament
55,Gary Player,,CUT,78,75,0,0,53,54,0,+9,153,,-,bio - career - this year - this tournament
56,Roger Maltbie,,CUT,76,78,0,0,39,57,0,+10,154,,-,bio - career - this year - this tournament
57,Charles Coody,,CUT,78,76,0,0,53,57,0,+10,154,,-,bio - career - this year - this tournament
58,Mike Reid,,CUT,78,76,0,0,53,57,0,+10,154,,-,bio - career - this year - this tournament
59,David Curry,,CUT,74,80,0,0,18,57,0,+10,154,,-,bio - career - this year - this tournament
60,Tim Simpson,,CUT,80,74,0,0,70,57,0,+10,154,,-,bio - career - this year - this tournament
61,Scott Simpson,,CUT,79,76,0,0,62,62,0,+11,155,,-,bio - career - this year - this tournament
62,Bobby Wadkins,,CUT,79,76,0,0,62,62,0,+11,155,,-,bio - career - this year - this tournament
63,Paul Azinger,,CUT,75,80,0,0,29,62,0,+11,155,,-,bio - career - this year - this tournament
64,George Archer,,CUT,80,75,0,0,70,62,0,+11,155,,-,bio - career - this year - this tournament
65,Billy Mayfair,,CUT,80,75,0,0,70,62,0,+11,155,,-,bio - career - this year - this tournament
