,Player,#,Finish,R1,R2,R3,R4,R1.1,R2.1,R3.1,ToPar,Total Score,Money,DraftKings Salary,More Info
0,Tom Watson,,Win,71,68,70,71,12,2,1,-8,280,"$60,000",-,bio - career - this year - this tournament
1,Johnny Miller,,T2,69,72,73,68,1,8,10,-6,282,"$30,500",-,bio - career - this year - this tournament
2,Jack Nicklaus,,T2,70,65,75,72,5,1,2,-6,282,"$30,500",-,bio - career - this year - this tournament
3,Greg Norman,,4,69,70,72,72,1,2,3,-5,283,"$16,000",-,bio - career - this year - this tournament
4,Jerry Pate,,T5,71,72,71,70,12,13,10,-4,284,"$12,667",-,bio - career - this year - this tournament
5,Tom Kite,,T5,74,72,70,68,36,27,18,-4,284,"$12,667",-,bio - career - this year - this tournament
6,David Graham,,7,70,70,74,71,5,6,10,-3,285,"$11,167",-,bio - career - this year - this tournament
7,Ben Crenshaw,,T8,71,72,70,73,12,13,6,-2,286,"$9,667",-,bio - career - this year - this tournament
8,John Mahaffey,,T8,72,71,69,74,18,13,4,-2,286,"$9,667",-,bio - career - this year - this tournament
9,Raymond Floyd,,T8,75,71,71,69,44,27,24,-2,286,"$9,667",-,bio - career - this year - this tournament
10,Hubert Green,,T11,70,70,74,73,5,6,10,-1,287,"$7,333",-,bio - career - this year - this tournament
11,Peter Jacobsen,,T11,71,70,72,74,12,8,6,-1,287,"$7,333",-,bio - career - this year - this tournament
12,George Archer,,T11,74,70,72,71,36,21,18,-1,287,"$7,333",-,bio - career - this year - this tournament
13,Bruce Lietzke,,T11,72,67,73,75,18,2,4,-1,287,"$7,333",-,bio - career - this year - this tournament
14,Gary Player,,T15,73,73,71,71,28,27,24,E,288,"$5,500",-,bio - career - this year - this tournament
15,Jim Simons,,T15,70,75,71,72,5,23,18,E,288,"$5,500",-,bio - career - this year - this tournament
16,Bob Gilder,,T15,72,75,69,72,18,35,18,E,288,"$5,500",-,bio - career - this year - this tournament
17,Gay Brewer,,T15,75,68,71,74,44,13,10,E,288,"$5,500",-,bio - career - this year - this tournament
18,Don Pooley,,T19,71,75,72,71,12,27,28,+1,289,"$4,500",-,bio - career - this year - this tournament
19,Curtis Strange,,T19,69,79,70,71,1,44,28,+1,289,"$4,500",-,bio - career - this year - this tournament
20,Gil Morgan,,T21,74,73,70,73,36,35,24,+2,290,"$3,600",-,bio - career - this year - this tournament
21,Calvin Peete,,T21,75,70,71,74,44,23,18,+2,290,"$3,600",-,bio - career - this year - this tournament
22,Lanny Wadkins,,T21,72,71,71,76,18,13,10,+2,290,"$3,600",-,bio - career - this year - this tournament
23,John Cook,,T21,70,71,72,77,5,8,6,+2,290,"$3,600",-,bio - career - this year - this tournament
24,Hale Irwin,,T25,73,74,70,74,28,35,24,+3,291,"$2,700",-,bio - career - this year - this tournament
25,Wayne Levi,,T25,72,71,73,75,18,13,18,+3,291,"$2,700",-,bio - career - this year - this tournament
26,Jim Colbert,,T25,73,68,74,76,28,8,17,+3,291,"$2,700",-,bio - career - this year - this tournament
27,Gibby Gilbert,,T28,71,71,76,74,12,12,28,+4,292,"$2,350",-,bio - career - this year - this tournament
28,Sandy Lyle,,T28,73,70,76,73,28,13,35,+4,292,"$2,350",-,bio - career - this year - this tournament
29,Lon Hinkle,,T28,69,70,74,79,1,2,6,+4,292,"$2,350",-,bio - career - this year - this tournament
