,Player,#,Finish,R1,R2,R3,R4,R1.1,R2.1,R3.1,ToPar,Total Score,Money,DraftKings Salary,More Info
0,Tom Watson,,Win,70,69,70,67,4,1,1,-12,276,"$40,000",-,bio - career - this year - this tournament
1,Jack Nicklaus,,2,72,70,70,66,16,8,4,-10,278,"$30,000",-,bio - career - this year - this tournament
2,Rik Massengale,,T3,70,73,67,70,4,12,3,-8,280,"$17,500",-,bio - career - this year - this tournament
3,Tom Kite,,T3,70,73,70,67,4,12,6,-8,280,"$17,500",-,bio - career - this year - this tournament
4,Hale Irwin,,5,70,74,70,68,4,19,10,-6,282,"$12,500",-,bio - career - this year - this tournament
5,David Graham,,T6,75,67,73,69,40,8,14,-4,284,"$10,500",-,bio - career - this year - this tournament
6,Lou Graham,,T6,75,71,69,69,40,30,14,-4,284,"$10,500",-,bio - career - this year - this tournament
7,Raymond Floyd,,T8,71,72,71,71,9,12,10,-3,285,"$5,667",-,bio - career - this year - this tournament
8,Gene Littler,,T8,71,72,73,69,9,12,19,-3,285,"$5,667",-,bio - career - this year - this tournament
9,Hubert Green,,T8,67,74,72,72,1,5,6,-3,285,"$5,667",-,bio - career - this year - this tournament
10,John Schlee,,T8,75,73,69,68,40,36,24,-3,285,"$5,667",-,bio - career - this year - this tournament
11,Don January,,T8,69,76,69,71,2,26,10,-3,285,"$5,667",-,bio - career - this year - this tournament
12,Ben Crenshaw,,T8,71,69,69,76,9,3,1,-3,285,"$5,667",-,bio - career - this year - this tournament
13,Billy Casper,,T14,72,72,73,69,16,19,24,-2,286,"$3,000",-,bio - career - this year - this tournament
14,Tom Weiskopf,,T14,73,71,71,71,24,19,14,-2,286,"$3,000",-,bio - career - this year - this tournament
15,Jerry Pate,,T14,70,72,74,70,4,8,19,-2,286,"$3,000",-,bio - career - this year - this tournament
16,Jim Colbert,,T14,72,71,69,74,16,12,4,-2,286,"$3,000",-,bio - career - this year - this tournament
17,Rod Funseth,,T14,72,67,74,73,16,1,6,-2,286,"$3,000",-,bio - career - this year - this tournament
18,Gary Player,,T19,71,70,72,74,9,5,6,-1,287,"$2,500",-,bio - career - this year - this tournament
19,Danny Edwards,,T19,72,74,68,73,16,30,10,-1,287,"$2,500",-,bio - career - this year - this tournament
20,Andy Bean,,T19,74,70,71,72,33,19,14,-1,287,"$2,500",-,bio - career - this year - this tournament
21,George Archer,,T19,74,74,69,70,33,36,24,-1,287,"$2,500",-,bio - career - this year - this tournament
22,Lee Elder,,T19,76,68,72,71,51,19,19,-1,287,"$2,500",-,bio - career - this year - this tournament
